Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low
NMLBBL,2026-03-19,652.0,654.9,645.0,653.8,0.28,23157.0,807.0,600.0
NRIC,2026-03-19,1268.7,1286.0,1243.9,1279.8,0.87,83791.0,1842.0,1146.0
NRM,2026-03-19,436.0,448.0,436.0,447.4,2.61,62669.0,590.0,390.1
NRN,2026-03-19,1477.9,1524.0,1419.1,1515.0,2.51,312708.0,2444.0,1327.0
NSIF2,2026-03-19,10.82,11.09,10.82,11.0,1.66,105669.0,11.93,9.75
NSY,2026-03-19,9.95,9.95,9.5,9.63,-3.22,29470.0,10.19,9.43
NTC,2026-03-19,886.0,890.0,881.0,889.0,0.34,28123.0,942.5,762.5
NUBL,2026-03-19,713.0,727.0,712.2,724.0,1.54,25167.0,854.4,650.0
NWCL,2026-03-19,878.0,895.5,863.0,875.0,-0.34,7820.0,1045.0,740.2
NYADI,2026-03-19,459.0,482.0,455.0,456.2,-0.61,109064.0,663.9,354.0
OHL,2026-03-19,744.0,750.0,732.4,740.0,-0.54,13877.0,1049.5,633.1
OMPL,2026-03-19,1321.0,1346.9,1321.0,1334.0,0.98,14980.0,2167.2,270.0
PBD88,2026-03-19,1171.0,1200.0,1171.0,1200.0,2.48,81.0,1274.0,1096.3
PCBL,2026-03-19,256.7,261.5,252.0,260.0,1.29,382563.0,290.0,226.0
PFL,2026-03-19,405.0,411.0,398.0,409.9,1.21,45393.0,475.5,352.8
PHCL,2026-03-19,347.0,355.0,341.1,345.0,-0.58,348922.0,649.0,249.7
PMHPL,2026-03-19,387.0,401.0,380.0,398.0,2.84,150929.0,468.0,272.0
PMLI,2026-03-19,508.0,519.7,501.5,515.0,1.38,30220.0,589.6,445.0
PPCL,2026-03-19,416.5,439.0,416.5,434.0,4.2,207273.0,439.0,284.1
PPL,2026-03-19,401.0,413.0,401.0,406.0,1.25,258948.0,569.2,263.2
PRIN,2026-03-19,769.9,769.9,756.0,763.2,-0.87,20152.0,972.0,630.0
PROFL,2026-03-19,488.0,494.9,480.0,489.0,0.2,27404.0,589.2,421.4
PRSF,2026-03-19,11.78,11.78,11.32,11.57,-1.78,8100.0,12.05,9.85
PRVU,2026-03-19,211.0,235.0,211.0,223.3,5.83,1111074.0,250.9,179.9
PSF,2026-03-19,11.38,11.65,11.38,11.57,1.67,22000.0,11.9,9.86
PURE,2026-03-19,961.0,1009.8,960.1,999.0,3.95,33422.0,1327.9,289.3
RADHI,2026-03-19,875.0,897.0,875.0,884.5,1.09,316006.0,940.0,373.0
RAWA,2026-03-19,725.0,727.9,708.6,722.0,-0.41,10709.0,913.8,686.0
RBBD2088,2026-03-19,1066.0,1066.0,1066.0,1066.0,0.0,100.0,1100.0,967.6
RBBD83,2026-03-19,1035.0,1035.0,1035.0,1035.0,0.0,25.0,1100.0,1021.0
RBBF40,2026-03-19,9.47,9.83,9.3,9.6,1.37,5200.0,10.11,8.98
RBCL,2026-03-19,15552.1,15871.0,15552.1,15800.0,1.59,1271.0,16900.0,14251.0
RBCLPO,2026-03-19,12400.0,12647.0,12300.0,12647.0,1.99,210.0,13530.0,11025.0
RFPL,2026-03-19,402.8,428.8,402.8,423.0,5.01,452416.0,785.0,306.0
RHGCL,2026-03-19,329.4,353.0,326.0,338.1,2.64,562902.0,601.0,217.2
RHPL,2026-03-19,305.0,324.0,304.0,318.0,4.26,344619.0,457.0,252.3
RIDI,2026-03-19,370.0,377.0,362.5,364.0,-1.62,1696461.0,380.1,203.5
RLFL,2026-03-19,480.0,488.0,477.8,487.0,1.46,36363.0,576.0,398.0
RMF1,2026-03-19,9.99,10.0,9.58,9.82,-1.7,225172.0,11.4,8.38
RMF2,2026-03-19,10.1,10.13,10.1,10.13,0.3,12200.0,10.58,8.78
RNLI,2026-03-19,480.0,496.0,480.0,495.0,3.12,59072.0,561.0,416.0
RSDC,2026-03-19,668.0,688.5,668.0,687.0,2.84,36401.0,880.0,578.7
RSML,2026-03-19,1120.5,1250.1,1120.5,1250.1,11.57,770.0,1250.1,300.0
RSY,2026-03-19,10.6,10.6,10.45,10.45,-1.42,235610.0,10.6,8.58
RURU,2026-03-19,692.8,692.8,680.0,680.2,-1.82,19942.0,853.0,640.0
SABBL,2026-03-19,1262.0,1388.6,1262.0,1388.6,10.03,12660.0,1388.6,300.0
SADBL,2026-03-19,445.0,455.0,443.2,452.0,1.57,175628.0,526.5,376.0
SAGAR,2026-03-19,1925.0,1949.0,1915.3,1934.0,0.47,23738.0,2439.0,319.5
SAGF,2026-03-19,9.9,10.2,9.9,10.02,1.21,6050.0,11.31,8.79
SAHAS,2026-03-19,620.0,627.0,615.0,625.0,0.81,232389.0,705.0,483.3
SAIL,2026-03-19,1329.0,1421.0,1311.0,1350.0,1.58,101642.0,1690.0,301.7
SALICO,2026-03-19,623.0,624.9,613.5,620.0,-0.48,20264.0,765.9,570.1
SAND2085,2026-03-19,1122.0,1122.0,1122.0,1122.0,0.0,25.0,1189.0,1075.0
SANIMA,2026-03-19,351.0,361.0,351.0,357.1,1.74,164580.0,391.0,294.3
SANVI,2026-03-19,815.0,840.0,815.0,822.0,0.86,49171.0,1060.0,359.0
SAPDBL,2026-03-19,860.1,913.0,860.1,905.0,5.22,124346.0,1284.0,686.0
SARBTM,2026-03-19,877.0,906.0,877.0,904.0,3.08,44785.0,1048.0,760.2
