Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low
UAIL,2026-02-12,465.0,474.4,465.0,468.0,0.65,16318.0,767.0,422.1
UHEWA,2026-02-12,558.0,570.0,557.3,560.0,0.36,33525.0,993.4,508.5
ULBSL,2026-02-12,3236.0,3270.0,3173.1,3253.8,0.55,1193.0,5350.0,2931.0
ULHC,2026-02-12,530.0,540.0,530.0,533.1,0.58,31168.0,638.0,411.7
UMHL,2026-02-12,610.0,622.0,610.0,614.0,0.66,77866.0,706.0,375.0
UMRH,2026-02-12,561.0,564.1,553.2,557.0,-0.71,20103.0,790.0,526.0
UNHPL,2026-02-12,500.0,510.4,500.0,510.0,2.0,348321.0,554.7,290.0
UNL,2026-02-12,46601.0,46950.0,46600.0,46600.0,-0.0,40.0,50724.0,45000.0
UNLB,2026-02-12,1855.0,1860.0,1835.0,1842.0,-0.7,320.0,2829.0,1818.4
UPCL,2026-02-12,372.0,392.7,372.0,382.1,2.72,365311.0,489.0,277.5
UPPER,2026-02-12,190.0,195.0,189.1,192.9,1.53,374165.0,228.0,166.0
USHEC,2026-02-12,464.0,475.0,464.0,469.0,1.08,27321.0,749.0,410.0
USHL,2026-02-12,733.1,750.0,725.0,739.5,0.87,8767.0,945.0,588.0
USLB,2026-02-12,1436.7,1450.0,1435.0,1437.0,0.02,4977.0,2750.0,1407.0
VLBS,2026-02-12,770.0,770.0,750.0,760.0,-1.3,5440.0,1008.0,737.0
VLUCL,2026-02-12,560.5,576.3,560.5,570.0,1.69,4385.0,802.0,516.0
WNLB,2026-02-12,1502.0,1502.0,1477.0,1501.0,-0.07,1782.0,4271.0,1242.1
