Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low
KBL,2026-02-25,182.6,184.9,182.5,184.0,0.77,292282.0,233.5,175.5
KBSH,2026-02-25,1670.0,1670.0,1670.0,1670.0,0.0,10.0,2716.0,1618.0
KDBY,2026-02-25,9.92,10.11,9.92,10.11,1.92,6400.0,10.57,8.67
KDL,2026-02-25,923.9,923.9,893.0,904.9,-2.06,2357.0,1306.3,770.0
KEF,2026-02-25,9.13,9.3,9.12,9.26,1.42,3700.0,10.42,8.31
KKHC,2026-02-25,276.0,289.8,272.0,282.0,2.17,301246.0,475.9,208.0
KMCDB,2026-02-25,915.1,925.0,910.0,925.0,1.08,3536.0,1248.4,893.0
KPCL,2026-02-25,525.0,525.0,515.0,520.0,-0.95,21997.0,711.0,491.0
KSBBL,2026-02-25,461.0,466.0,456.0,460.0,-0.22,23165.0,588.0,404.1
KSY,2026-02-25,9.51,9.51,9.33,9.33,-1.89,200.0,10.51,8.21
LBBL,2026-02-25,471.0,472.0,465.3,467.8,-0.68,61540.0,646.3,376.5
LBBLD89,2026-02-25,1250.0,1250.0,1250.0,1250.0,0.0,50.0,1346.0,1135.3
LEC,2026-02-25,216.0,221.6,212.1,219.0,1.39,139204.0,263.0,180.0
LICN,2026-02-25,815.0,833.0,815.0,830.0,1.84,6588.0,1415.0,773.0
LLBS,2026-02-25,921.0,948.0,921.0,948.0,2.93,840.0,1300.5,865.0
LSL,2026-02-25,207.0,207.0,204.0,206.4,-0.29,25955.0,252.0,201.0
LUK,2026-02-25,9.76,9.77,9.76,9.77,0.1,1100.0,11.97,8.97
LVF2,2026-02-25,9.41,9.69,9.41,9.51,1.06,4600.0,11.45,8.76
MABEL,2026-02-25,755.0,767.0,742.1,756.1,0.15,9164.0,927.0,317.7
MAKAR,2026-02-25,530.2,532.0,525.3,525.5,-0.89,6340.0,830.0,515.0
MANDU,2026-02-25,800.0,813.0,800.0,810.0,1.25,1001.0,1001.9,766.5
MATRI,2026-02-25,945.0,950.0,945.0,950.0,0.53,326.0,1410.0,930.1
MBJC,2026-02-25,286.0,291.0,286.0,290.0,1.4,43098.0,371.0,270.0
MBL,2026-02-25,229.2,229.2,224.0,228.0,-0.52,20540.0,272.1,205.0
MBLEF,2026-02-25,9.9,10.28,9.9,10.04,1.41,23900.0,10.28,8.59
MCHL,2026-02-25,419.9,421.2,405.0,411.8,-1.93,7429.0,651.0,392.0
MDB,2026-02-25,617.0,639.9,617.0,629.0,1.94,10861.0,735.0,530.5
MEHL,2026-02-25,444.9,448.5,432.1,435.0,-2.23,5937.0,663.0,372.4
MEL,2026-02-25,277.2,284.0,277.2,280.0,1.01,13999.0,367.5,255.0
MEN,2026-02-25,580.0,587.0,579.2,580.1,0.02,23546.0,683.4,535.0
MERO,2026-02-25,725.0,725.0,713.0,719.0,-0.83,1659.0,1000.0,668.0
MFIL,2026-02-25,780.0,794.9,780.0,787.9,1.01,92109.0,873.0,545.0
MHCL,2026-02-25,343.0,345.4,336.2,337.4,-1.63,22654.0,655.0,325.0
MHL,2026-02-25,511.6,525.0,511.6,519.0,1.45,9134.0,860.0,445.0
MHNL,2026-02-25,264.0,264.0,258.0,262.6,-0.53,6424.0,316.0,226.0
MKCL,2026-02-25,1347.0,1367.0,1347.0,1351.1,0.3,1155.0,1900.0,1333.0
MKHC,2026-02-25,316.1,318.0,314.0,317.0,0.28,29926.0,606.0,310.7
MKHL,2026-02-25,750.0,790.0,750.0,790.0,5.33,2383.0,1027.0,652.0
MKJC,2026-02-25,518.0,548.0,518.0,525.0,1.35,23670.0,635.0,475.5
MLBBL,2026-02-25,1322.0,1331.0,1310.0,1322.0,0.0,678.0,2019.0,1285.0
MLBL,2026-02-25,372.8,372.8,365.1,365.1,-2.07,14295.0,488.0,348.9
MLBS,2026-02-25,1430.0,1436.9,1420.2,1431.0,0.07,200.0,2285.0,1395.0
MLBSL,2026-02-25,1808.4,1844.0,1808.4,1840.0,1.75,1206.0,2569.0,1808.4
MMF1,2026-02-25,9.8,9.8,9.61,9.75,-0.51,1400.0,9.95,8.05
MMKJL,2026-02-25,558.3,563.9,556.0,556.0,-0.41,3869.0,809.0,528.2
MNBBL,2026-02-25,360.0,363.4,358.4,361.5,0.42,28787.0,503.0,340.1
MND84/85,2026-02-25,1061.6,1061.6,1061.6,1061.6,0.0,25.0,1128.0,1015.0
MNMF1,2026-02-25,9.7,9.89,9.52,9.79,0.93,21600.0,10.11,8.53
