Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low,EMA_20,EMA_50,RSI,30D_Avg_Volume,Slope_20,Slope_50,Crossover
RLFL,2025-07-20,514.0,520.0,503.0,504.83,-1.59,66692.0,514.9,398.0,491.39889199740225,491.34683250550233,68.16730523627074,27169.433333333334,1.7400140438967469,0.5806276250328665,True
RURU,2025-07-17,739.0,750.0,736.9,742.31,1.83,34412.0,830.0,560.1,718.1883004859523,716.9839935516346,65.06294004693827,20261.366666666665,0.9465370214993755,0.339924467504261,True
NLIC,2025-07-13,790.0,806.0,775.0,777.22,0.29,55842.0,872.0,680.5,758.3821550348815,757.3566273519139,69.264943457189,51992.433333333334,1.6317527126015876,0.586930044539622,True
NABIL,2025-07-02,494.5,495.8,491.0,494.96,0.64,55089.0,581.0,485.0,490.24334991483113,490.11153989960076,66.15925058548001,51595.6,0.13220239338185139,0.040467680959136484,True
MHNL,2025-06-26,287.0,294.0,275.0,280.79,-1.11,140301.0,324.0,223.0,264.4438195735043,264.2890438819269,67.85898095728255,36531.3,0.7911532905724699,0.23821787255236587,True
KPCL,2025-06-17,573.0,573.0,546.0,547.32,-2.66,16628.0,658.0,440.6,535.1594334432098,535.1382164053688,62.904541745988595,21528.033333333333,2.1883662167346074,0.7226686474522012,True
LEC,2025-06-16,217.0,227.9,214.5,221.21,3.11,527259.0,276.0,180.0,215.0921073063148,214.98696753538343,64.38495425279564,189533.5,0.24373137481428558,0.08088181070182258,True
MEN,2025-06-12,607.6,629.0,607.6,617.56,1.63,450174.0,683.4,535.0,586.2184036854827,585.6262972299858,63.43848882922616,142264.16666666666,1.4574512195947364,0.46841072472998346,True
SADBL,2025-05-22,443.9,445.0,426.0,427.74,-1.73,167041.0,463.0,376.0,407.43223476708295,406.51545529116714,67.93488548173386,64042.23333333333,1.3493675374095233,0.45086202205742437,True
JOSHI,2025-05-14,456.5,464.0,430.3,435.73,-2.65,189576.0,388.6,245.0,391.0037945499264,390.0969678201857,68.67777277502628,51388.166666666664,3.2030652858491977,1.036879359050306,True
HBL,2025-03-03,259.1,259.1,245.0,248.0,-2.4,119094.0,237.0,183.0,237.95092581592107,237.90624961118363,67.01461377870564,58195.36666666667,1.038166485762264,0.33644825469857553,True
AKJCL,2025-02-27,199.9,218.9,199.9,217.9,7.18,682497.0,461.4,179.0,204.7907391716034,204.2378600254277,67.0184696569921,174350.96666666667,0.2817575412439794,0.10330230875115376,True
SAHAS,2024-07-16,521.0,539.0,515.0,538.8,3.82,37286.0,725.0,535.3,519.6709822834883,519.2252259544621,69.33962264150942,17276.866666666665,0.7496863692595526,0.2548350063038697,True
ADBL,2024-05-09,236.8,241.5,233.1,239.0,2.58,37949.0,340.0,285.2,233.87988815087206,233.63651963673036,68.24644549763036,24010.866666666665,0.3641538802464197,0.13576780502243652,True
GBIME,2024-01-17,213.5,214.0,205.8,208.5,-0.43,230444.0,270.6,218.9,203.44225677303177,203.15956409609797,60.53639846743297,141128.83333333334,0.2717031447007116,0.0931449301386067,True
UNHPL,2023-12-14,182.0,188.0,180.3,186.4,2.98,28476.0,571.0,340.1,171.79978450698616,171.00194171091164,64.29906542056074,9803.7,1.326105273916528,0.4786859218087443,True
EDBL,2023-12-14,338.0,362.0,335.2,355.1,3.83,80883.0,683.4,535.9,314.3495283537145,312.2813062313178,69.80749746707193,9317.466666666667,2.208536533326833,0.7895539679432204,True
PRVU,2023-12-13,168.3,170.0,164.8,166.0,0.61,111895.0,235.6,169.7,159.86115602479873,159.62216234887276,65.56291390728478,60990.86666666667,0.6208311856522357,0.21502748358224721,True
SINDU,2023-12-12,266.2,280.0,259.0,267.0,2.3,7605.0,919.9,329.8,251.89992567589857,251.35946867014158,68.0327868852459,2351.4,1.0020234985195429,0.34606129414454473,True
CORBL,2023-12-07,333.5,340.0,327.0,340.0,3.98,4595.0,3183.0,800.0,323.0065053691943,322.56660075359264,65.2360515021459,3085.366666666667,0.7328753941845548,0.2507242739200478,True
PROFL,2023-06-18,307.0,330.3,307.0,324.0,3.85,16959.0,522.0,360.1,305.2735868873307,304.76176973852535,65.07772020725389,8143.266666666666,1.724302116999229,0.6065425897415139,True
NGPL,2023-06-18,271.0,279.5,265.0,276.0,3.37,176677.0,502.0,343.0,256.9459059344322,256.74135333927796,59.119496855345915,72398.83333333333,1.2011330052329299,0.39280283912269737,True
UPPER,2023-06-15,465.0,480.0,463.0,472.5,2.07,126822.0,242.6,170.5,444.3271502900608,442.6907814671777,58.43208751139471,54057.933333333334,2.0086489820707127,0.7281939897300276,True
SHEL,2023-06-14,324.2,324.2,310.1,323.0,1.6,10884.0,361.0,262.0,303.49995716672606,303.2815985833794,64.38746438746438,3684.9333333333334,1.4607240078841983,0.4867902790636663,True
AHPC,2023-06-14,304.9,308.9,299.0,302.5,1.17,166201.0,323.3,245.8,291.9588862554048,291.349028809331,52.46132208157525,61633.066666666666,0.9096465031112644,0.33017877065634593,True
SFCL,2023-06-13,288.0,303.9,288.0,298.9,2.01,26358.0,565.0,359.4,278.6177875709728,278.61436012754893,60.96096096096096,11754.0,1.51245585498001,0.4862599459771559,True
KRBL,2023-06-13,280.0,289.0,280.0,286.0,2.88,15480.0,870.0,0.0,264.93174775299,263.6960281841619,64.98637602179838,7373.333333333333,1.118196869325209,0.40091384621711085,True
HIDCL,2023-06-13,196.0,202.0,193.2,201.0,3.61,306016.0,307.0,232.6,188.14510095929245,188.00493895159008,65.14522821576764,80101.26666666666,0.583206630046368,0.18645945859006474,True
LICN,2023-06-12,1390.0,1423.0,1380.0,1415.0,1.82,14463.0,969.0,741.5,1333.1062306300855,1328.721770986525,65.75342465753425,6371.033333333334,5.045681399197929,1.8018091388596986,True
GUFL,2023-06-11,510.0,533.8,506.0,520.0,3.79,59953.0,644.0,460.6,500.04948353313415,499.58000877886536,55.40613232920925,14562.5,1.8060816130334956,0.652956129067411,True
PLI,2023-06-08,436.3,469.8,436.2,463.0,4.04,29907.0,914.0,321.8,427.2633034435821,425.52154141266067,62.15953307392996,10563.533333333333,1.855348589544485,0.6578416433186476,True
PMHPL,2023-01-03,214.0,222.0,212.1,218.5,0.74,37836.0,428.0,287.0,199.82936998498226,199.27518247605883,68.50507982583454,12053.066666666668,1.4939910888384076,0.5078068113303289,True
CBL,2022-11-27,230.0,230.0,227.1,230.0,-0.43,62913.0,369.0,125.0,211.6524139103649,211.0583151451163,66.74641148325358,102489.23333333334,1.427516535268205,0.4706416453190627,True
NFS,2022-08-02,333.2,352.0,314.1,343.1,0.94,216809.0,725.0,465.0,322.0852751411481,321.6908809824378,66.79076693968727,28389.866666666665,2.9512225320945276,1.0392315183456957,True
BARUN,2022-01-13,499.8,516.0,490.0,515.4,5.18,44601.0,401.5,298.0,472.789295884745,471.1896938051477,59.15032679738561,24061.566666666666,3.37918164328147,1.1981343688690003,True
SRBL,2021-01-10,262.0,270.0,258.0,269.0,4.26,173893.0,1024.0,112.0,252.81291643591345,252.06223144670753,63.333333333333336,84320.13333333333,0.6903878031708984,0.24900706035593884,True
CCBL,2020-09-17,175.0,188.0,171.0,183.0,6.4,197064.0,615.0,136.0,174.06255673623883,173.92081527652223,69.56521739130434,44266.96666666667,0.1266885244099285,0.037651173191403584,True
NHPC,2020-02-02,52.0,54.0,52.0,54.0,1.89,26452.0,340.0,179.7,52.658636957153846,52.58021869368111,47.82608695652174,16513.4,0.07330486023561064,0.027823973738534846,True
RHPC,2020-01-20,85.0,86.0,81.0,81.0,-4.71,19354.0,1118.0,69.0,74.80214299093048,74.527411383477,68.9655172413793,9529.9,0.5638862150744245,0.19017738075075385,True
NCCB,2020-01-07,210.0,211.0,207.0,209.0,2.45,139109.0,733.0,100.0,203.2934190015431,203.0696804031118,68.18181818181819,33677.0,0.17881931689166208,0.06359757250519919,True
SLICL,2019-12-23,284.0,298.0,276.0,294.0,5.38,37622.0,1408.0,102.0,277.34728088302387,277.11766489896075,69.56521739130434,10147.633333333333,1.3394827626468668,0.4701811650299305,True
LBL,2019-11-03,220.0,222.0,218.0,222.0,1.83,21844.0,972.0,167.5,215.5872542298151,215.29194334651507,65.21739130434783,11148.633333333333,0.4461559916585543,0.15927821066658793,True
RRHP,2019-05-30,97.0,105.0,97.0,104.0,8.33,6530.0,739.0,86.0,95.49857807210842,95.01447987697077,67.64705882352942,931.8,0.2231561389826112,0.08628543711206191,True
NIB,2019-04-11,546.0,550.0,546.0,549.0,-0.18,10129.0,1224.0,211.0,538.2436608959815,537.8213822389048,69.38775510204081,14966.4,1.7914213278176703,0.6341332590975298,True
NICA,2019-03-13,405.0,405.0,396.0,398.0,-0.75,31903.0,411.0,302.9,388.40970504762004,388.26099639268114,58.49056603773585,19800.433333333334,1.1418740094008513,0.3854823309604967,True
NBB,2018-09-23,215.0,218.0,212.0,215.0,0.94,13708.0,1255.0,101.0,209.15371858729682,208.941865315146,61.81818181818181,21924.9,0.7190961431016717,0.25738548912927967,True
BOKL,2017-08-06,485.0,489.0,476.0,486.0,0.21,20499.0,688.0,195.2,474.7808534712243,474.2326396228008,60.526315789473685,21330.666666666668,1.3775358785383218,0.49426477087807824,True
MEGA,2016-12-08,517.0,520.0,515.0,517.0,0.0,24110.0,630.0,150.0,499.2932245922062,498.5481801051659,68.66666666666667,30797.133333333335,2.6105051752198394,0.9338222672567668,True
GLICL,2015-06-30,570.0,572.0,560.0,572.0,0.35,7760.0,1400.0,84.0,534.2446898747788,534.0021656880488,58.49056603773585,2244.2,2.5906914216253427,0.8358107157263021,True
PLIC,2015-01-11,1012.0,1040.0,1009.0,1035.0,2.27,11522.0,2900.0,134.0,977.9939390429066,974.7056929729539,63.00366300366301,2334.5,2.881722744617946,1.0484142340771085,True
