Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low,EMA_20,EMA_50,RSI,30D_Avg_Volume,Slope_20,Slope_50,Crossover
HURJA,2026-09-16,265.0,266.0,256.0,257.0,-3.02,235007.0,312.1,204.6,240.55418697960647,239.68014572695472,69.10569105691056,67880.56666666667,1.4821292871099956,0.5134980682280628,True
SIKLES,2026-09-16,575.0,585.0,572.0,582.0,1.22,10482.0,804.0,536.3,566.6789985377853,566.6279907366329,59.1116173120729,9762.433333333332,0.6863448830797096,0.2085857473251508,True
GILB,2026-09-16,1110.1,1129.0,1110.0,1116.0,0.53,2044.0,1350.0,1020.1,1101.4887903988142,1101.3320459393733,58.65825688073397,2504.866666666667,1.438670833526976,0.464159646658527,True
PHCL,2026-09-16,311.0,317.0,308.1,310.0,-0.32,94455.0,415.0,249.7,302.23277575876506,301.88910292909736,57.78210116731516,60459.46666666667,0.5705488281651355,0.19122269562582234,True
UNL,2026-09-16,47959.9,48410.0,47959.9,48410.0,0.94,120.0,49738.9,45200.0,47172.57350807185,47140.67182679314,49.34876989869754,25.3,10.628967086810736,2.582372640192625,True
BNT,2026-09-15,11850.0,11850.0,11818.0,11838.0,-0.1,118.0,12940.0,10660.0,11650.131437819036,11646.046216544617,53.39035290491601,57.6,3.6323678111508344,1.2860531613099737,True
NMFBS,2026-09-15,1175.0,1175.0,1140.0,1150.9,-2.05,15401.0,1370.0,1051.9,1121.037717239283,1119.9704419347352,65.45123062898816,3340.633333333333,1.42410614468954,0.5140885298884769,True
GVL,2026-09-15,494.0,504.0,492.0,498.0,0.81,43381.0,602.0,461.0,481.60589284592083,481.4322723265053,60.77586206896553,11252.566666666668,0.7714328459382045,0.24074776655039615,True
DDBL,2026-09-15,885.0,885.0,852.0,861.0,-2.71,14222.0,927.0,793.0,840.2552243595251,839.3146901913972,60.28708133971294,6682.966666666666,0.8034292263302177,0.2958714408983951,True
CHDC,2026-09-15,2367.7,2367.7,2270.0,2318.0,-2.1,49810.0,2717.0,1967.0,2216.102684962381,2211.841093901525,62.256442489000634,11995.5,4.801518386390944,1.7003011805664756,True
GHL,2026-09-14,251.8,251.8,238.1,244.9,-2.74,328440.0,290.0,197.1,231.61736809158273,231.03085083863928,60.33057851239669,144308.83333333334,0.6025544757296757,0.20706428674138805,True
PCBL,2026-09-14,244.5,245.0,240.2,242.0,-1.02,78377.0,275.9,225.0,239.62002308287035,239.54617827933023,53.87596899224806,43708.566666666666,0.20985820378735412,0.07587751402285789,True
SHPC,2026-09-10,510.0,513.5,506.2,512.3,0.45,75978.0,588.0,475.0,505.3735541783576,505.24943473800226,60.63596491228067,57952.333333333336,0.5342251448017578,0.17585063832555078,True
LSL,2026-09-09,236.2,236.2,223.3,226.0,-4.32,43166.0,253.9,203.0,221.03052439839686,220.96725435656575,66.66666666666666,91751.13333333333,0.2761536357253135,0.08752642399639968,True
GIBF1,2026-09-09,11.09,11.12,10.85,11.0,-0.81,1261369.0,11.93,9.7,10.736572961442034,10.728991855291092,58.64661654135339,63243.6,0.000628960704340642,-0.0003393919772712195,True
SHINE,2026-09-07,410.0,423.0,410.0,419.9,2.41,37396.0,449.7,384.0,410.28488618592974,409.9947303661932,58.33333333333337,15211.933333333332,0.07416038237992098,0.02316209403902576,True
SHIVM,2026-09-07,694.0,694.0,660.0,664.2,-4.29,128175.0,730.0,546.6,644.396228788562,643.5933274837503,68.5682326621924,99878.23333333334,2.080187400870045,0.7400309264651697,True
PSF,2026-08-26,12.0,12.21,12.0,12.1,0.83,203445.0,13.0,9.91,11.959339861844906,11.951972053314437,64.42307692307686,29450.1,0.006973096267448753,0.0023598528883770342,True
UMHL,2026-08-19,590.0,605.0,589.0,598.8,1.49,102112.0,706.0,495.0,586.0354997954796,585.8289946216606,60.67019400352726,72141.8,0.8100253227249368,0.2575135331288493,True
SIGS3,2026-08-19,10.99,11.04,10.9,11.0,0.09,207987.0,11.58,8.52,10.693845857992711,10.67918443209062,57.73195876288663,112700.9,0.013361531397250558,0.004706896436341168,True
NMBHF2,2026-08-18,9.75,9.9,9.75,9.9,1.54,177644.0,10.2,8.36,9.684046657201014,9.679125964531567,60.3896103896104,355092.1,0.006496412875855384,0.0020588074676229696,True
FMDBL,2026-08-14,790.0,830.0,762.0,830.0,5.06,43843.0,982.0,689.8,783.6666168658941,781.5695928348761,67.03354297693919,22151.633333333335,2.697981522258101,1.0124832162121948,True
