Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
SMB,Support Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,845.00",56.82,32.47,8.99,7.56,27.7,3.24,+62.84%,+36.36%,+22.13%,+11.87%,+7.09%,+5.37%,-4.00%,18,Good
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,960.00,35.91,26.73,3.82,5.35,14.3,2.25,+43.30%,+36.79%,+7.47%,+3.77%,+2.56%,+5.21%,+18.15%,17,Good
CZBIL,Citizen Bank International,Commercial Banks,212.90,13.53,15.73,1.33,9.79,8.43,0.78,+60.63%,+33.16%,+20.47%,+2.90%,+6.66%,+7.53%,+13.62%,17,Good
EBL,Everest Bank,Commercial Banks,701.00,36.95,18.97,2.73,9.9,14.41,1.32,+52.28%,+33.87%,+14.21%,+5.00%,+2.35%,+7.27%,+20.16%,17,Good
EDBL,Excel Development Bank,Development Bank,583.90,24.76,23.58,3.28,8.6,13.92,1.45,+98.69%,+42.76%,+49.02%,-3.34%,+0.14%,+0.86%,-0.70%,17,Good
HEI,Himalayan Everest Insurance Limited,Non Life Insurance,483.00,13.51,35.74,1.64,1.01,6.31,3.15,+205.59%,+55.51%,+129.19%,+4.22%,-7.82%,-12.02%,-12.39%,17,Good
MATRI,Matribhumi Lagubitta Bittiya Sanstha Limited,Microcredit,739.00,45.13,16.38,5.08,12.35,31.03,2.32,+298.10%,+53.10%,+198.58%,+9.92%,-7.17%,-16.50%,-23.89%,17,Good
MEN,Mountain Energy Nepal Limited,Hydro Power,646.20,25.52,25.32,4.29,0.62,16.93,10.45,+51.06%,+42.03%,+13.30%,+6.00%,+4.29%,+9.53%,+33.68%,17,Good
MSLB,Mahuli Samudayik Laghubitta Sanstha Ltd.,Microcredit,"1,209.90",49.88,24.26,5.31,6.54,21.89,2.9,+57.38%,+36.82%,+18.03%,+8.34%,-2.02%,-1.15%,-12.84%,17,Good
PCBL,Prime Commercial Bank,Commercial Banks,259.00,19.63,13.2,1.47,8.12,11.17,1.22,+33.12%,+32.64%,-0.16%,+2.64%,+7.78%,+9.61%,+19.73%,17,Good
SAHAS,Sahas Urja Limited,Hydro Power,693.40,29.72,23.33,3.84,1.24,16.46,7.36,+14.92%,+21.88%,-13.81%,+2.17%,+1.29%,+4.43%,+42.44%,17,Good
SANIMA,Sanima Bank,Commercial Banks,370.00,22.78,16.24,2.09,9.55,12.86,1.22,+51.06%,+33.75%,+13.29%,+4.56%,+2.96%,+5.56%,+11.45%,17,Good
SMHL,Super Madi Hydropower Limited,Hydro Power,470.90,18.4,25.59,3.94,2.47,15.4,4.43,+74.46%,+42.07%,+30.84%,+7.03%,+9.50%,+10.03%,-35.12%,17,Good
TPC,Terhathum Power Company Limited,Hydro Power,370.00,11.17,33.13,3.57,0.42,10.78,7.6,+41.93%,+39.99%,+6.44%,+3.17%,+3.04%,+1.18%,+18.97%,17,Good
ADBL,Agriculture Development Bank,Commercial Banks,314.00,16.11,19.49,1.34,9.8,6.88,0.64,+88.72%,+35.79%,+50.37%,+1.52%,+4.67%,+1.62%,+11.76%,16,Good
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,Microcredit,"1,190.00",32.63,36.47,6.81,7.78,18.68,2.13,+48.61%,+38.46%,+11.46%,+6.56%,+8.00%,+8.40%,+26.00%,16,Good
API,Api Power,Hydro Power,336.00,15.06,22.32,2.81,1.05,12.6,6.15,+45.87%,+35.43%,+9.40%,+3.63%,+1.82%,-1.75%,+35.76%,16,Good
AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,Microcredit,"1,064.00",57.04,18.65,6.7,8.35,35.93,3.84,+44.78%,+35.13%,+8.59%,+0.58%,+3.96%,+1.34%,+5.00%,16,Good
BNL,Bottlers Nepal (Balaju),Manufacturing And Processing,"14,831.00",450.71,32.91,4.05,0.85,12.31,6.64,+299.36%,+55.63%,+199.52%,+11.03%,-0.46%,-2.00%,-6.13%,16,Good
HDL,Himalayan Distillery,Manufacturing And Processing,"1,224.00",32.71,37.42,8.65,0.11,23.13,20.9,+41.70%,+41.24%,+6.28%,+7.30%,+3.65%,+6.24%,+13.57%,16,Good
HURJA,Himalaya Urja Bikas Company Limited,Hydro Power,264.00,7.57,34.87,2.69,0.85,7.71,4.17,+153.17%,+40.65%,+89.88%,+4.90%,+12.05%,+7.76%,+25.71%,16,Good
ICFC,ICFC Finance,Finance,606.00,22.33,27.14,3.2,10.69,11.79,1.01,+156.23%,+35.59%,+92.17%,+7.20%,+2.05%,-3.33%,-1.95%,16,Good
ILI,IME Life Insurance Company Limited,Life Insurance,429.90,11.68,36.79,3.76,2.95,8.61,2.18,+58.80%,+46.84%,+19.10%,+3.17%,+4.09%,-0.49%,+7.06%,16,Good
JBBL,Jyoti Bikas Bank,Development Bank,347.00,22.88,15.16,2.03,9.37,13.38,1.29,+59.81%,+39.14%,+19.86%,+4.61%,+3.74%,0.00%,+12.30%,16,Good
