Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
SADBL,Shangrila Development Bank,Development Bank,406.50,23.83,17.06,2.4,9.43,14.06,1.35,+83.67%,+40.37%,+37.75%,+6.74%,-2.28%,-2.73%,+2.55%,16,Good
SCB,Standard Chartered Bank,Commercial Banks,645.50,28.38,22.74,2.86,6.94,12.57,1.58,+36.92%,+35.06%,+2.69%,+3.29%,-0.84%,-1.75%,+1.45%,16,Good
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,780.80,34.8,22.43,4.56,6.74,20.32,2.63,+48.28%,+38.03%,+11.21%,+7.00%,-3.49%,-6.15%,-5.47%,16,Good
SMB,Support Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,718.10",56.82,30.24,8.38,7.56,27.7,3.24,+62.84%,+36.36%,+22.13%,+11.87%,-6.88%,-0.69%,-15.39%,16,Good
SMHL,Super Madi Hydropower Limited,Hydro Power,527.00,18.4,28.64,4.41,2.47,15.4,4.43,+74.46%,+42.07%,+30.84%,+7.03%,+7.11%,+4.56%,-36.30%,16,Good
SPIL,Siddhartha Premier Insurance Limited,Non Life Insurance,595.29,11.65,51.12,1.26,1.78,4.48,1.61,+714.39%,+60.86%,+510.80%,+4.08%,-14.96%,-20.10%,-24.44%,16,Good
API,Api Power,Hydro Power,326.10,15.06,21.66,2.73,1.05,12.6,6.15,+45.87%,+35.43%,+9.40%,+3.63%,-2.51%,-8.55%,+17.67%,15,Good
CFCL,Central Finance,Finance,598.40,13.44,44.52,4.9,7.58,11.0,1.28,+245.30%,+32.91%,+158.98%,+6.56%,-9.33%,+2.13%,+21.40%,15,Good
EDBL,Excel Development Bank,Development Bank,570.00,24.76,23.02,3.2,8.6,13.92,1.45,+98.69%,+42.76%,+49.02%,-3.34%,-2.23%,-4.10%,-8.59%,15,Good
FMDBL,First Micro Finance Development Bank,Microcredit,726.00,14.18,51.19,5.29,2.09,10.33,3.35,+67.73%,+30.60%,+25.80%,+4.35%,-6.04%,-8.45%,-13.09%,15,Good
ICFC,ICFC Finance,Finance,585.00,22.33,26.2,3.09,10.69,11.79,1.01,+156.23%,+35.59%,+92.17%,+7.20%,-4.26%,-9.02%,-8.81%,15,Good
ILI,IME Life Insurance Company Limited,Life Insurance,404.90,11.68,34.65,3.54,2.95,8.61,2.18,+58.80%,+46.84%,+19.10%,+3.17%,-2.74%,-9.70%,-7.52%,15,Good
