Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
GBLBS,Grameen Bikas Laghubitta,Microcredit,748.00,40.0,18.7,2.53,4.49,13.55,2.47,+37.14%,+50.62%,-8.57%,+6.15%,-0.11%,-0.27%,-16.02%,16,Good
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,282.00",47.73,26.86,5.02,6.32,18.7,2.56,+61.15%,+56.23%,-5.76%,-7.91%,+1.55%,-1.02%,-3.38%,16,Good
NICL,Nepal Insurance,Non Life Insurance,507.00,5.55,91.41,2.93,0.71,3.21,1.88,"+2,038.10%",+52.82%,"+1,325.47%",+1.72%,-1.69%,+4.73%,-23.01%,16,Good
NIL,Neco Insurance,Non Life Insurance,620.00,7.89,78.63,2.78,0.99,3.54,1.77,"+1,421.62%",+66.61%,+884.83%,-4.39%,+1.49%,+1.01%,-12.98%,16,Good
NIMB,Nepal Investment Bank,Commercial Banks,199.70,12.29,16.24,1.0,8.04,6.15,0.68,+95.08%,+47.01%,+30.06%,+2.54%,+4.74%,+0.51%,-15.88%,16,Good
NMB,NMB Bank,Commercial Banks,249.90,16.08,15.54,1.51,9.17,9.71,0.95,+63.03%,+50.04%,-5.94%,-2.23%,+5.56%,+3.41%,-0.80%,16,Good
RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,Microcredit,638.20,13.37,47.74,4.87,3.18,10.2,2.44,+110.58%,+25.51%,+57.93%,+5.64%,+0.33%,-3.74%,-19.53%,16,Good
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,642.00,14.76,43.49,3.46,0.26,7.97,6.31,+73.41%,+58.46%,+15.61%,+2.73%,+1.92%,-4.25%,-0.15%,16,Good
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,803.00,31.3,25.66,5.02,6.96,19.56,2.46,+64.89%,+52.33%,-3.78%,-7.84%,+1.25%,-0.12%,-14.66%,16,Good
SMHL,Super Madi Hydropower Limited,Hydro Power,498.90,18.4,27.11,4.17,2.47,15.4,4.43,+74.46%,+42.07%,+30.84%,+7.03%,+5.76%,+1.99%,-55.94%,16,Good
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microcredit,762.00,25.2,30.23,4.76,8.78,15.75,1.61,+53.99%,+56.21%,+2.66%,+1.20%,-3.16%,-9.00%,-25.54%,16,Good
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microcredit,617.00,22.82,27.03,4.04,6.71,14.93,1.94,+61.66%,+49.97%,+7.78%,+4.44%,+1.97%,-5.97%,-23.48%,16,Good
UNL,Unilever Nepal,Manufacturing And Processing,"48,590.00",1717.12,28.3,9.5,0.55,33.57,21.67,+62.28%,+49.79%,+8.19%,+10.53%,+2.77%,+4.78%,+1.55%,16,Good
ADBL,Agriculture Development Bank,Commercial Banks,322.50,10.71,30.1,1.4,9.41,4.65,0.45,+97.05%,+47.67%,+40.75%,+2.73%,+5.96%,+3.39%,+2.44%,15,Good
ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,Microcredit,"5,649.00",82.49,68.48,11.65,4.49,17.02,3.1,+58.84%,+51.67%,+5.89%,+13.06%,-3.15%,-9.36%,+12.00%,15,Good
API,Api Power,Hydro Power,335.30,13.76,24.36,2.91,1.19,11.93,5.46,+54.51%,+35.98%,-1.90%,-1.92%,+0.39%,-0.57%,+12.77%,15,Good
CLI,Citizen Life Insurance Company Limited,Life Insurance,448.00,9.6,46.66,3.42,3.85,7.32,1.51,+55.51%,+51.88%,+3.67%,+3.67%,+0.29%,-1.83%,-9.61%,15,Good
EDBL,Excel Development Bank,Development Bank,579.00,16.61,34.85,3.15,7.79,9.03,1.03,+75.88%,+49.69%,+17.25%,+3.40%,+3.72%,-0.64%,-15.37%,15,Good
FMDBL,First Micro Finance Development Bank,Microcredit,770.00,14.18,54.29,5.61,2.09,10.33,3.35,+67.73%,+30.60%,+25.80%,+4.35%,-0.63%,-4.65%,-21.62%,15,Good
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"1,810.00",40.62,44.55,10.72,9.58,24.05,2.27,+51.49%,+50.73%,+0.99%,+6.01%,-1.02%,+3.18%,-9.80%,15,Good
KDL,Kalinchowk Darshan Limited,Hotels,785.00,10.52,74.64,7.27,0.22,9.75,8.02,+314.31%,+184.62%,+163.06%,+0.58%,+2.65%,-6.10%,-29.11%,15,Good
