Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
SARBTM,Sarbottam Cement Limited,Manufacturing And Processing,811.00,23.12,35.08,4.14,0.62,11.8,7.3,+68.26%,+71.23%,+12.17%,+3.72%,-6.25%,-9.69%,+4.72%,15,Good
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,628.60,14.76,42.59,3.39,0.26,7.97,6.31,+73.41%,+58.46%,+15.61%,+2.73%,-8.77%,-10.96%,+30.68%,15,Good
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,811.00,31.3,25.91,5.07,6.96,19.56,2.46,+64.89%,+52.33%,-3.78%,-7.84%,-1.92%,-7.21%,+7.69%,15,Good
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microcredit,640.00,22.82,28.04,4.19,6.71,14.93,1.94,+61.66%,+49.97%,+7.78%,+4.44%,-4.48%,-11.48%,-5.54%,15,Good
API,Api Power,Hydro Power,336.90,13.76,24.48,2.92,1.19,11.93,5.46,+54.51%,+35.98%,-1.90%,-1.92%,-6.10%,-7.50%,+22.70%,14,Good
BFC,Best Finance,Finance,513.00,8.8,58.31,4.55,6.42,7.81,1.05,+236.02%,+43.97%,+124.02%,+5.06%,+11.28%,+1.28%,+10.04%,14,Good
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,740.00",305.29,38.46,3.74,1.51,9.73,3.88,+104.47%,+64.98%,+36.32%,+3.85%,-1.25%,-2.17%,-4.51%,14,Good
CORBL,Corporate Development Bank,Development Bank,"1,714.00",12.26,139.84,12.31,3.34,8.8,2.03,+272.91%,+64.69%,+148.61%,+2.56%,-17.68%,-14.43%,-24.32%,14,Good
CZBIL,Citizen Bank International,Commercial Banks,198.00,11.23,17.63,1.27,9.28,7.2,0.7,+264.06%,+45.95%,+142.71%,+4.14%,-2.94%,-13.54%,+3.05%,14,Good
EDBL,Excel Development Bank,Development Bank,555.60,16.61,33.44,3.02,7.79,9.03,1.03,+75.88%,+49.69%,+17.25%,+3.40%,-5.01%,-10.68%,-1.14%,14,Good
FMDBL,First Micro Finance Development Bank,Microcredit,770.00,11.27,68.3,5.85,2.27,8.57,2.62,+61.49%,+54.50%,+7.66%,+2.51%,-2.05%,-13.33%,+5.12%,14,Good
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"1,800.00",40.62,44.31,10.66,9.58,24.05,2.27,+51.49%,+50.73%,+0.99%,+6.01%,-1.75%,-9.09%,-4.98%,14,Good
HEI,Himalayan Everest Insurance Limited,Non Life Insurance,538.00,5.9,91.24,1.69,1.3,2.87,1.25,+601.80%,+41.15%,+367.87%,-2.09%,+0.98%,-5.28%,-1.97%,14,Good
KDL,Kalinchowk Darshan Limited,Hotels,780.00,10.52,74.17,7.23,0.22,9.75,8.02,+314.31%,+184.62%,+163.06%,+0.58%,-6.59%,-14.66%,-23.30%,14,Good
KPCL,Kalika Power Company,Hydro Power,475.00,12.77,37.19,3.85,0.11,10.34,9.31,+19.20%,+30.00%,-14.97%,+8.68%,-5.00%,-11.56%,-11.60%,14,Good
NHDL,Nepal Hydro Developers Ltd.,Hydro Power,640.00,16.75,38.2,5.18,0.21,13.55,11.23,+18.84%,+27.48%,-20.78%,+1.51%,+1.11%,-5.33%,+2.95%,14,Good
NIL,Neco Insurance,Non Life Insurance,620.00,7.89,78.63,2.03,0.99,3.54,1.77,"+1,421.62%",+66.61%,+884.83%,-4.39%,-1.12%,-7.46%,-1.96%,14,Good
NIMB,Nepal Investment Bank,Commercial Banks,191.80,12.29,15.6,0.96,8.04,6.15,0.68,+95.08%,+47.01%,+30.06%,+2.54%,-4.43%,-14.57%,-7.28%,14,Good
