Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
GILB,Global IME Laghubitta Bittiya Sanstha,Microcredit,"1,102.00",45.16,24.4,5.13,7.08,21.03,2.6,+107.35%,+50.08%,+38.23%,+8.83%,-2.65%,-9.69%,-6.40%,19,Good
GUFL,Gurkhas Finance Ltd.,Finance,545.00,19.89,27.4,3.45,6.85,12.6,1.6,+109.99%,+64.08%,+39.99%,+6.21%,+1.11%,-8.09%,+2.67%,19,Good
MSLB,Mahuli Samudayik Laghubitta Sanstha Ltd.,Microcredit,"1,253.00",42.26,29.65,5.96,6.93,20.09,2.53,+75.39%,+56.19%,+16.93%,+6.86%,+0.76%,-9.20%,+12.54%,18,Good
NBL,Nepal Bank,Commercial Banks,263.00,25.34,10.38,0.96,10.25,9.29,0.83,+114.05%,+56.08%,+42.70%,+3.95%,-2.95%,-8.68%,+4.68%,18,Good
NTC,Nepal Doorsanchar Company,Telecom,845.00,46.47,18.19,1.53,0.36,8.44,6.18,+50.63%,+50.07%,+0.42%,+2.11%,-6.11%,-6.62%,+3.94%,18,Good
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,910.70,33.41,27.26,3.76,5.53,13.81,2.11,+57.35%,+51.24%,+4.90%,+3.54%,-1.33%,-5.43%,+17.57%,17,Good
HDL,Himalayan Distillery,Manufacturing And Processing,"1,147.00",30.78,37.27,8.7,0.2,23.35,19.47,+89.87%,+75.42%,+26.58%,+9.04%,-2.28%,-6.44%,+17.35%,17,Good
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,Microcredit,875.00,31.68,27.62,4.92,8.47,17.8,1.88,+81.16%,+54.30%,+20.77%,+6.37%,-1.35%,-9.61%,+2.89%,17,Good
KBL,Kumari Bank,Commercial Banks,208.00,21.24,9.79,1.31,10.41,13.4,1.17,+53.60%,+42.19%,+2.40%,+4.87%,-5.63%,-13.33%,+3.79%,17,Good
LBBL,Lumbini Bikas Bank Ltd.,Development Bank,479.90,20.67,23.22,2.34,7.88,10.06,1.13,+96.82%,+46.49%,+31.21%,+4.27%,-2.16%,-8.42%,+15.17%,17,Good
NESDO,NESDO Sambridha Laghubitta Bittiye Sanstha Limited,Microcredit,"1,540.00",65.09,23.66,5.36,4.01,22.64,4.52,+52.57%,+46.97%,+1.71%,+6.50%,-1.09%,-4.05%,+2.65%,17,Good
NMFBS,National Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,115.00",51.59,21.61,4.3,7.0,19.88,2.48,+60.53%,+49.38%,+7.02%,+5.76%,-2.21%,-7.47%,+5.80%,17,Good
PCBL,Prime Commercial Bank,Commercial Banks,233.00,19.66,11.85,1.36,8.07,11.48,1.27,+51.19%,+45.29%,+0.79%,+3.31%,-5.17%,-11.37%,+5.98%,17,Good
SCB,Standard Chartered Bank,Commercial Banks,641.79,27.64,23.22,2.94,6.99,12.64,1.58,+51.58%,+47.48%,+1.05%,+3.61%,-2.73%,-5.20%,+7.71%,17,Good
SHINE,Shine Resunga Development Bank,Development Bank,404.00,20.93,19.3,2.64,10.0,13.68,1.24,+95.01%,+51.97%,+30.01%,+4.40%,-3.00%,-8.18%,+7.39%,17,Good
SWBBL,Swabalamban Bikas Bank,Microcredit,701.00,24.59,28.51,3.09,5.71,10.85,1.62,+86.95%,+49.61%,+24.63%,+3.69%,-5.65%,-11.04%,-6.37%,17,Good
ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,Microcredit,939.00,34.02,27.6,5.24,8.36,18.98,2.03,+56.70%,+50.45%,+4.47%,+5.43%,-1.16%,-9.71%,-7.32%,16,Good
DDBL,Deprosc Laghubitta,Microcredit,830.00,44.13,18.81,3.91,5.63,20.79,3.13,+53.56%,+48.67%,-6.93%,-4.01%,-2.70%,-6.52%,+17.91%,16,Good
GBLBS,Grameen Bikas Laghubitta,Microcredit,767.60,40.0,19.19,2.6,4.49,13.55,2.47,+37.14%,+50.62%,-8.57%,+6.15%,-1.70%,-5.70%,-1.69%,16,Good
JBBL,Jyoti Bikas Bank,Development Bank,338.00,19.09,17.7,2.07,9.63,11.68,1.1,+102.22%,+49.45%,+34.81%,+5.38%,-7.37%,-12.18%,+6.56%,16,Good
NICL,Nepal Insurance,Non Life Insurance,516.50,5.55,93.12,2.54,0.71,3.21,1.88,"+2,038.10%",+52.82%,"+1,325.47%",+1.72%,+2.08%,-4.69%,-8.48%,16,Good
NMBMF,NMB Microfinance,Microcredit,622.00,16.08,38.68,4.37,7.56,11.29,1.32,+149.38%,+54.51%,+66.25%,+1.30%,-3.86%,-11.90%,-6.05%,16,Good
SAHAS,Sahas Urja Limited,Hydro Power,647.00,34.48,18.77,3.66,1.29,19.51,8.51,+30.71%,+36.89%,-12.86%,+3.53%,-5.20%,+1.73%,+38.78%,16,Good
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microcredit,807.00,25.2,32.02,5.04,8.78,15.75,1.61,+53.99%,+56.21%,+2.66%,+1.20%,-4.61%,-11.61%,-11.51%,16,Good
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,598.90,11.16,53.66,5.32,0.29,9.91,7.69,+81.61%,+58.44%,+21.07%,+3.45%,-10.48%,-23.71%,-23.22%,15,Good
EBL,Everest Bank,Commercial Banks,700.00,32.35,21.64,2.87,10.3,13.24,1.17,+57.26%,+47.54%,+4.84%,+3.93%,-1.77%,-1.69%,+19.10%,15,Good
GBBL,Garima Bikas Bank,Development Bank,405.80,23.21,17.48,2.42,9.73,13.85,1.29,+65.04%,+45.62%,+10.03%,+5.00%,-3.15%,-5.19%,+12.37%,15,Good
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,261.00",47.73,26.42,4.94,6.32,18.7,2.56,+61.15%,+56.23%,-5.76%,-7.91%,-3.67%,-8.79%,+11.04%,15,Good
NMB,NMB Bank,Commercial Banks,237.90,16.08,14.79,1.44,9.17,9.71,0.95,+63.03%,+50.04%,-5.94%,-2.23%,-4.07%,-10.23%,+8.20%,15,Good
PRIN,Prabhu Insurance,Non Life Insurance,680.10,16.58,41.01,2.13,1.15,7.91,3.67,+72.75%,+52.66%,+15.17%,+3.17%,+2.29%,-2.67%,+2.96%,15,Good
SADBL,Shangrila Development Bank,Development Bank,403.00,17.3,23.29,2.54,9.82,10.89,1.01,+60.12%,+45.56%,+6.75%,+3.62%,-2.66%,-11.19%,+9.22%,15,Good
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,612.50,6.77,90.44,1.53,1.43,2.9,1.19,+256.71%,+30.32%,+137.81%,+2.73%,+2.77%,-5.04%,-5.94%,15,Good
