Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,Microcredit,"7,006.60",82.49,84.94,14.45,4.49,17.02,3.1,+58.84%,+51.67%,+5.89%,+13.06%,+18.06%,+26.86%,+43.52%,17,Good
DDBL,Deprosc Laghubitta,Microcredit,830.00,44.13,18.81,3.91,5.63,20.79,3.13,+53.56%,+48.67%,-6.93%,-4.01%,-2.39%,+1.10%,+12.63%,17,Good
GBLBS,Grameen Bikas Laghubitta,Microcredit,759.00,40.0,18.98,2.57,4.49,13.55,2.47,+37.14%,+50.62%,-8.57%,+6.15%,-3.62%,+0.13%,-7.46%,17,Good
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,Microcredit,869.00,31.68,27.43,4.88,8.47,17.8,1.88,+81.16%,+54.30%,+20.77%,+6.37%,-2.81%,-3.12%,-4.24%,17,Good
MSLB,Mahuli Samudayik Laghubitta Sanstha Ltd.,Microcredit,"1,235.00",42.26,29.23,5.87,6.93,20.09,2.53,+75.39%,+56.19%,+16.93%,+6.86%,-1.36%,-0.48%,+3.56%,17,Good
NESDO,NESDO Sambridha Laghubitta Bittiye Sanstha Limited,Microcredit,"1,525.00",65.09,23.43,5.3,4.01,22.64,4.52,+52.57%,+46.97%,+1.71%,+6.50%,-0.97%,-0.78%,-5.34%,17,Good
PCBL,Prime Commercial Bank,Commercial Banks,236.00,19.66,12.01,1.38,8.07,11.48,1.27,+51.19%,+45.29%,+0.79%,+3.31%,-2.48%,-0.84%,+0.32%,17,Good
SWBBL,Swabalamban Bikas Bank,Microcredit,684.20,24.59,27.83,3.02,5.71,10.85,1.62,+86.95%,+49.61%,+24.63%,+3.69%,-7.42%,-4.05%,-13.03%,17,Good
ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,Microcredit,925.00,34.02,27.19,5.16,8.36,18.98,2.03,+56.70%,+50.45%,+4.47%,+5.43%,-3.14%,-1.07%,-11.90%,16,Good
EBL,Everest Bank,Commercial Banks,700.00,32.35,21.64,2.87,10.3,13.24,1.17,+57.26%,+47.54%,+4.84%,+3.93%,-1.34%,+2.79%,+15.17%,16,Good
GBBL,Garima Bikas Bank,Development Bank,404.10,23.21,17.41,2.41,9.73,13.85,1.29,+65.04%,+45.62%,+10.03%,+5.00%,-3.37%,+1.03%,+6.53%,16,Good
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"1,803.00",40.62,44.38,10.67,9.58,24.05,2.27,+51.49%,+50.73%,+0.99%,+6.01%,+0.73%,+5.13%,-8.83%,16,Good
JBBL,Jyoti Bikas Bank,Development Bank,343.00,19.09,17.96,2.1,9.63,11.68,1.1,+102.22%,+49.45%,+34.81%,+5.38%,-6.03%,-1.47%,+1.63%,16,Good
NICL,Nepal Insurance,Non Life Insurance,522.79,5.55,94.26,2.57,0.71,3.21,1.88,"+2,038.10%",+52.82%,"+1,325.47%",+1.72%,-6.49%,+7.15%,-21.37%,16,Good
NMBMF,NMB Microfinance,Microcredit,617.00,16.08,38.37,4.33,7.56,11.29,1.32,+149.38%,+54.51%,+66.25%,+1.30%,-4.34%,-3.19%,-13.07%,16,Good
SAHAS,Sahas Urja Limited,Hydro Power,645.00,34.48,18.71,3.65,1.29,19.51,8.51,+30.71%,+36.89%,-12.86%,+3.53%,-3.31%,+6.79%,+27.94%,16,Good
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,805.00,31.3,25.72,5.03,6.96,19.56,2.46,+64.89%,+52.33%,-3.78%,-7.84%,-3.25%,+0.36%,+1.74%,16,Good
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microcredit,795.00,25.2,31.54,4.97,8.78,15.75,1.61,+53.99%,+56.21%,+2.66%,+1.20%,-5.24%,-5.36%,-15.83%,16,Good
API,Api Power,Hydro Power,334.90,13.76,24.33,2.9,1.19,11.93,5.46,+54.51%,+35.98%,-1.90%,-1.92%,-6.09%,+3.05%,+18.84%,15,Good
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,559.00,11.16,50.09,4.96,0.29,9.91,7.69,+81.61%,+58.44%,+21.07%,+3.45%,-17.67%,-22.36%,-30.51%,15,Good
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,600.10",305.29,38.0,3.7,1.51,9.73,3.88,+104.47%,+64.98%,+36.32%,+3.85%,-0.43%,+2.66%,-6.74%,15,Good
CORBL,Corporate Development Bank,Development Bank,"1,775.00",12.26,144.81,12.75,3.34,8.8,2.03,+272.91%,+64.69%,+148.61%,+2.56%,-12.75%,+7.64%,-26.68%,15,Good
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,245.00",47.73,26.08,4.88,6.32,18.7,2.56,+61.15%,+56.23%,-5.76%,-7.91%,-4.88%,-2.20%,+5.86%,15,Good
NIL,Neco Insurance,Non Life Insurance,624.00,7.89,79.13,2.05,0.99,3.54,1.77,"+1,421.62%",+66.61%,+884.83%,-4.39%,-6.73%,+1.30%,-7.51%,15,Good
NMB,NMB Bank,Commercial Banks,239.20,16.08,14.87,1.44,9.17,9.71,0.95,+63.03%,+50.04%,-5.94%,-2.23%,-1.97%,-0.33%,+1.10%,15,Good
PRIN,Prabhu Insurance,Non Life Insurance,700.00,16.58,42.21,2.2,1.15,7.91,3.67,+72.75%,+52.66%,+15.17%,+3.17%,-2.64%,+8.61%,-2.19%,15,Good
SADBL,Shangrila Development Bank,Development Bank,408.00,17.3,23.58,2.57,9.82,10.89,1.01,+60.12%,+45.56%,+6.75%,+3.62%,-2.37%,-0.97%,+4.69%,15,Good
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,609.00,6.77,89.92,1.52,1.43,2.9,1.19,+256.71%,+30.32%,+137.81%,+2.73%,-4.96%,+2.27%,-11.87%,15,Good
SARBTM,Sarbottam Cement Limited,Manufacturing And Processing,804.00,23.12,34.78,4.1,0.62,11.8,7.3,+68.26%,+71.23%,+12.17%,+3.72%,-8.15%,-4.06%,+1.13%,15,Good
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,627.10,14.76,42.48,3.38,0.26,7.97,6.31,+73.41%,+58.46%,+15.61%,+2.73%,-7.11%,-2.93%,+25.93%,15,Good
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microcredit,627.00,22.82,27.47,4.1,6.71,14.93,1.94,+61.66%,+49.97%,+7.78%,+4.44%,-7.08%,-4.86%,-12.92%,15,Good
ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,Microcredit,"3,100.00",38.5,80.51,11.19,10.22,13.9,1.24,+113.46%,+59.08%,+42.31%,+0.59%,+7.06%,+3.68%,-10.91%,15,Good
UNL,Unilever Nepal,Manufacturing And Processing,"46,600.00",1717.12,27.14,9.11,0.55,33.57,21.67,+62.28%,+49.79%,+8.19%,+10.53%,-0.21%,+0.43%,+5.13%,15,Good
ADBL,Agriculture Development Bank,Commercial Banks,307.00,10.71,28.65,1.33,9.41,4.65,0.45,+97.05%,+47.67%,+40.75%,+2.73%,-3.28%,+1.66%,+8.52%,14,Good
BFC,Best Finance,Finance,535.00,8.8,60.81,4.75,6.42,7.81,1.05,+236.02%,+43.97%,+124.02%,+5.06%,+12.63%,+19.15%,+6.20%,14,Good
CZBIL,Citizen Bank International,Commercial Banks,199.00,11.23,17.72,1.28,9.28,7.2,0.7,+264.06%,+45.95%,+142.71%,+4.14%,-2.26%,-0.50%,-1.48%,14,Good
EDBL,Excel Development Bank,Development Bank,569.50,16.61,34.28,3.1,7.79,9.03,1.03,+75.88%,+49.69%,+17.25%,+3.40%,-4.19%,-0.94%,-6.56%,14,Good
FMDBL,First Micro Finance Development Bank,Microcredit,761.00,11.27,67.5,5.79,2.27,8.57,2.62,+61.49%,+54.50%,+7.66%,+2.51%,-4.04%,-3.55%,+2.07%,14,Good
GBIME,Global Ime Bank,Commercial Banks,243.00,15.4,15.78,1.36,10.39,8.63,0.76,+35.33%,+48.44%,-9.78%,+1.85%,+1.25%,+5.97%,+4.26%,14,Good
GVL,Green Ventures Limited,Hydro Power,476.90,19.18,24.87,3.79,1.5,15.25,6.1,+5.93%,+27.95%,-29.38%,+0.64%,-2.67%,+0.72%,+1.60%,14,Good
