Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
GILB,Global IME Laghubitta Bittiya Sanstha,Microcredit,"1,119.00",45.16,24.78,5.21,7.08,21.03,2.6,+107.35%,+50.08%,+38.23%,+8.83%,-1.84%,+0.36%,-9.82%,20,Strong
GUFL,Gurkhas Finance Ltd.,Finance,557.00,19.89,28.01,3.53,6.85,12.6,1.6,+109.99%,+64.08%,+39.99%,+6.21%,-1.24%,+7.12%,+0.11%,19,Good
NBL,Nepal Bank,Commercial Banks,267.70,25.34,10.56,0.98,10.25,9.29,0.83,+114.05%,+56.08%,+42.70%,+3.95%,-0.85%,+4.16%,+1.33%,19,Good
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,917.80,33.41,27.47,3.79,5.53,13.81,2.11,+57.35%,+51.24%,+4.90%,+3.54%,-1.13%,+2.20%,+10.26%,18,Good
HDL,Himalayan Distillery,Manufacturing And Processing,"1,153.00",30.78,37.46,8.75,0.2,23.35,19.47,+89.87%,+75.42%,+26.58%,+9.04%,-2.21%,+1.23%,+15.51%,18,Good
KBL,Kumari Bank,Commercial Banks,214.90,21.24,10.12,1.36,10.41,13.4,1.17,+53.60%,+42.19%,+2.40%,+4.87%,-0.74%,+2.77%,+2.02%,18,Good
LBBL,Lumbini Bikas Bank Ltd.,Development Bank,482.90,20.67,23.37,2.35,7.88,10.06,1.13,+96.82%,+46.49%,+31.21%,+4.27%,-4.19%,+3.40%,+8.66%,18,Good
NMFBS,National Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,116.00",51.59,21.63,4.3,7.0,19.88,2.48,+60.53%,+49.38%,+7.02%,+5.76%,-2.53%,+0.18%,-0.75%,18,Good
NTC,Nepal Doorsanchar Company,Telecom,846.00,46.47,18.21,1.54,0.36,8.44,6.18,+50.63%,+50.07%,+0.42%,+2.11%,-2.76%,-1.46%,+3.31%,18,Good
SCB,Standard Chartered Bank,Commercial Banks,648.00,27.64,23.45,2.96,6.99,12.64,1.58,+51.58%,+47.48%,+1.05%,+3.61%,-1.37%,+1.20%,+3.64%,18,Good
