Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
KBL,Kumari Bank,Commercial Banks,212.20,21.24,9.99,1.34,10.41,13.4,1.17,+53.60%,+42.19%,+2.40%,+4.87%,-2.66%,-4.84%,+2.91%,17,Good
NICL,Nepal Insurance,Non Life Insurance,541.90,5.55,97.7,2.66,0.71,3.21,1.88,"+2,038.10%",+52.82%,"+1,325.47%",+1.72%,+9.92%,+4.19%,-9.57%,17,Good
SAHAS,Sahas Urja Limited,Hydro Power,660.00,34.48,19.14,3.73,1.29,19.51,8.51,+30.71%,+36.89%,-12.86%,+3.53%,+2.96%,+7.14%,+43.74%,17,Good
SHINE,Shine Resunga Development Bank,Development Bank,408.60,20.93,19.52,2.67,10.0,13.68,1.24,+95.01%,+51.97%,+30.01%,+4.40%,-0.70%,-4.02%,+6.52%,17,Good
SWBBL,Swabalamban Bikas Bank,Microcredit,737.90,24.59,30.01,3.26,5.71,10.85,1.62,+86.95%,+49.61%,+24.63%,+3.69%,-1.09%,-4.60%,-2.36%,17,Good
ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,Microcredit,945.00,34.02,27.78,5.27,8.36,18.98,2.03,+56.70%,+50.45%,+4.47%,+5.43%,-0.63%,-4.08%,-8.21%,16,Good
ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,Microcredit,"5,800.00",82.49,70.31,11.97,4.49,17.02,3.1,+58.84%,+51.67%,+5.89%,+13.06%,-4.37%,+3.39%,+17.97%,16,Good
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,664.00,11.16,59.5,5.89,0.29,9.91,7.69,+81.61%,+58.44%,+21.07%,+3.45%,+1.61%,-13.89%,-18.59%,16,Good
DDBL,Deprosc Laghubitta,Microcredit,835.00,44.13,18.92,3.93,5.63,20.79,3.13,+53.56%,+48.67%,-6.93%,-4.01%,-1.41%,-4.46%,+16.06%,16,Good
JBBL,Jyoti Bikas Bank,Development Bank,353.90,19.09,18.54,2.17,9.63,11.68,1.1,+102.22%,+49.45%,+34.81%,+5.38%,-1.15%,-0.59%,+8.99%,16,Good
NMBMF,NMB Microfinance,Microcredit,639.00,16.08,39.74,4.49,7.56,11.29,1.32,+149.38%,+54.51%,+66.25%,+1.30%,0.00%,-8.19%,-6.64%,16,Good
PRIN,Prabhu Insurance,Non Life Insurance,710.00,16.58,42.81,2.23,1.15,7.91,3.67,+72.75%,+52.66%,+15.17%,+3.17%,+9.57%,+0.83%,+10.87%,16,Good
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,635.00,6.77,93.76,1.59,1.43,2.9,1.19,+256.71%,+30.32%,+137.81%,+2.73%,+7.45%,+3.34%,-3.49%,16,Good
API,Api Power,Hydro Power,346.90,13.76,25.2,3.01,1.19,11.93,5.46,+54.51%,+35.98%,-1.90%,-1.92%,+0.55%,+3.15%,+16.89%,15,Good
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,700.00",305.29,38.32,3.73,1.51,9.73,3.88,+104.47%,+64.98%,+36.32%,+3.85%,+0.04%,-1.68%,-6.71%,15,Good
CORBL,Corporate Development Bank,Development Bank,"1,800.00",12.26,146.85,12.92,3.34,8.8,2.03,+272.91%,+64.69%,+148.61%,+2.56%,-10.09%,+9.29%,-22.62%,15,Good
EBL,Everest Bank,Commercial Banks,699.90,32.35,21.63,2.87,10.3,13.24,1.17,+57.26%,+47.54%,+4.84%,+3.93%,-0.86%,-0.86%,+18.40%,15,Good
GBBL,Garima Bikas Bank,Development Bank,408.80,23.21,17.61,2.44,9.73,13.85,1.29,+65.04%,+45.62%,+10.03%,+5.00%,-2.20%,-2.78%,+11.62%,15,Good
HEI,Himalayan Everest Insurance Limited,Non Life Insurance,569.00,5.9,96.5,1.79,1.3,2.87,1.25,+601.80%,+41.15%,+367.87%,-2.09%,+7.56%,+6.53%,+1.27%,15,Good
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,275.00",47.73,26.71,5.0,6.32,18.7,2.56,+61.15%,+56.23%,-5.76%,-7.91%,-2.30%,-6.93%,+12.42%,15,Good
NABIL,Nabil Bank,Commercial Banks,533.00,28.14,18.94,2.41,9.14,12.74,1.26,+42.13%,+48.14%,-5.25%,+3.01%,+1.14%,+0.76%,+11.59%,15,Good
NIL,Neco Insurance,Non Life Insurance,649.10,7.89,82.32,2.13,0.99,3.54,1.77,"+1,421.62%",+66.61%,+884.83%,-4.39%,+7.27%,-1.50%,-1.63%,15,Good
SADBL,Shangrila Development Bank,Development Bank,410.00,17.3,23.7,2.58,9.82,10.89,1.01,+60.12%,+45.56%,+6.75%,+3.62%,-0.97%,-7.03%,+8.11%,15,Good
SARBTM,Sarbottam Cement Limited,Manufacturing And Processing,837.00,23.12,36.21,4.27,0.62,11.8,7.3,+68.26%,+71.23%,+12.17%,+3.72%,-1.41%,-7.21%,+7.05%,15,Good
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,658.90,14.76,44.64,3.56,0.26,7.97,6.31,+73.41%,+58.46%,+15.61%,+2.73%,-2.67%,-0.02%,+33.25%,15,Good
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,815.20,31.3,26.05,5.09,6.96,19.56,2.46,+64.89%,+52.33%,-3.78%,-7.84%,-1.19%,-5.65%,+9.18%,15,Good
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microcredit,661.70,22.82,28.99,4.33,6.71,14.93,1.94,+61.66%,+49.97%,+7.78%,+4.44%,-0.50%,-3.82%,-5.47%,15,Good
AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,Microcredit,"1,060.00",52.53,20.18,6.72,8.3,33.28,3.58,+27.32%,+43.96%,-15.12%,+5.66%,-6.03%,+2.42%,+5.85%,14,Good
BFC,Best Finance,Finance,506.00,8.8,57.51,4.49,6.42,7.81,1.05,+236.02%,+43.97%,+124.02%,+5.06%,+10.96%,+2.22%,+2.03%,14,Good
CZBIL,Citizen Bank International,Commercial Banks,200.00,11.23,17.8,1.28,9.28,7.2,0.7,+264.06%,+45.95%,+142.71%,+4.14%,-2.82%,-7.71%,+1.62%,14,Good
EDBL,Excel Development Bank,Development Bank,575.50,16.61,34.64,3.13,7.79,9.03,1.03,+75.88%,+49.69%,+17.25%,+3.40%,-0.62%,-5.96%,+0.38%,14,Good
FMDBL,First Micro Finance Development Bank,Microcredit,760.00,11.27,67.41,5.78,2.27,8.57,2.62,+61.49%,+54.50%,+7.66%,+2.51%,-5.59%,-8.43%,+3.09%,14,Good
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"1,756.00",40.62,43.22,10.4,9.58,24.05,2.27,+51.49%,+50.73%,+0.99%,+6.01%,-2.71%,-11.09%,-18.96%,14,Good
KDL,Kalinchowk Darshan Limited,Hotels,818.10,10.52,77.79,7.58,0.22,9.75,8.02,+314.31%,+184.62%,+163.06%,+0.58%,-0.47%,-10.88%,-23.47%,14,Good
KPCL,Kalika Power Company,Hydro Power,484.50,12.77,37.93,3.92,0.11,10.34,9.31,+19.20%,+30.00%,-14.97%,+8.68%,-1.92%,-11.60%,-5.35%,14,Good
MANDU,Mandu Hydropower Limited,Hydro Power,835.00,24.27,34.4,5.24,1.44,15.22,6.25,+35.60%,+45.21%,-9.60%,+4.34%,+3.05%,-1.65%,-3.12%,14,Good
NIMB,Nepal Investment Bank,Commercial Banks,195.00,12.29,15.86,0.98,8.04,6.15,0.68,+95.08%,+47.01%,+30.06%,+2.54%,-3.47%,-9.34%,-6.90%,14,Good
