Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
NBL,Nepal Bank,Commercial Banks,269.20,25.34,10.62,0.99,10.25,9.29,0.83,+114.05%,+56.08%,+42.70%,+3.95%,+1.58%,+1.20%,+8.68%,20,Strong
GILB,Global IME Laghubitta Bittiya Sanstha,Microcredit,"1,111.00",45.16,24.6,5.17,7.08,21.03,2.6,+107.35%,+50.08%,+38.23%,+8.83%,-2.37%,-7.42%,-4.98%,19,Good
GUFL,Gurkhas Finance Ltd.,Finance,569.00,19.89,28.61,3.6,6.85,12.6,1.6,+109.99%,+64.08%,+39.99%,+6.21%,+9.00%,-1.90%,+4.14%,19,Good
LBBL,Lumbini Bikas Bank Ltd.,Development Bank,493.00,20.67,23.85,2.4,7.88,10.06,1.13,+96.82%,+46.49%,+31.21%,+4.27%,+1.67%,-2.51%,+11.09%,18,Good
MSLB,Mahuli Samudayik Laghubitta Sanstha Ltd.,Microcredit,"1,248.00",42.26,29.53,5.93,6.93,20.09,2.53,+75.39%,+56.19%,+16.93%,+6.86%,+0.24%,-6.17%,+10.70%,18,Good
NESDO,NESDO Sambridha Laghubitta Bittiye Sanstha Limited,Microcredit,"1,560.00",65.09,23.97,5.43,4.01,22.64,4.52,+52.57%,+46.97%,+1.71%,+6.50%,+1.04%,-2.32%,-1.00%,18,Good
NMFBS,National Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,135.00",51.59,22.0,4.37,7.0,19.88,2.48,+60.53%,+49.38%,+7.02%,+5.76%,+1.79%,-4.06%,+5.30%,18,Good
NTC,Nepal Doorsanchar Company,Telecom,851.90,46.47,18.33,1.55,0.36,8.44,6.18,+50.63%,+50.07%,+0.42%,+2.11%,-3.91%,-3.96%,+2.95%,18,Good
PCBL,Prime Commercial Bank,Commercial Banks,238.60,19.66,12.14,1.39,8.07,11.48,1.27,+51.19%,+45.29%,+0.79%,+3.31%,+0.08%,-5.69%,+7.64%,18,Good
SCB,Standard Chartered Bank,Commercial Banks,649.10,27.64,23.49,2.97,6.99,12.64,1.58,+51.58%,+47.48%,+1.05%,+3.61%,+0.32%,-2.83%,+9.55%,18,Good
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,911.10,33.41,27.27,3.77,5.53,13.81,2.11,+57.35%,+51.24%,+4.90%,+3.54%,-0.86%,-3.89%,+17.46%,17,Good
HDL,Himalayan Distillery,Manufacturing And Processing,"1,155.30",30.78,37.54,8.77,0.2,23.35,19.47,+89.87%,+75.42%,+26.58%,+9.04%,-0.15%,-3.73%,+16.52%,17,Good
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,Microcredit,870.00,31.68,27.46,4.89,8.47,17.8,1.88,+81.16%,+54.30%,+20.77%,+6.37%,-3.76%,-8.42%,+0.09%,17,Good
