Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
NTC,Nepal Doorsanchar Company,Telecom,872.00,46.27,18.84,1.62,0.39,8.58,6.17,+214.26%,+103.01%,+57.13%,+6.67%,-0.34%,+1.87%,+2.83%,20,Strong
NBL,Nepal Bank,Commercial Banks,268.00,25.34,10.57,0.98,10.25,9.29,0.83,+114.05%,+56.08%,+42.70%,+3.95%,-3.94%,+8.94%,+8.60%,19,Good
NESDO,NESDO Sambridha Laghubitta Bittiye Sanstha Limited,Microcredit,"1,538.00",63.99,24.03,5.7,4.2,23.71,4.56,+185.68%,+100.69%,+42.84%,-0.92%,-3.88%,+2.19%,-8.76%,19,Good
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,810.00,32.53,24.9,4.66,7.04,18.73,2.33,+151.73%,+98.57%,+25.86%,+4.63%,-3.80%,-2.41%,+16.08%,19,Good
AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,Microcredit,"1,100.00",61.89,17.77,7.36,8.73,41.43,4.26,+853.71%,+145.05%,+376.86%,+18.42%,-8.33%,+14.58%,+11.68%,18,Good
DDBL,Deprosc Laghubitta,Microcredit,829.00,47.41,17.48,3.75,7.32,21.44,2.58,+119.03%,+95.97%,+9.51%,-0.04%,-4.15%,-1.31%,+19.21%,18,Good
GUFL,Gurkhas Finance Ltd.,Finance,518.20,19.89,26.05,3.28,6.85,12.6,1.6,+109.99%,+64.08%,+39.99%,+6.21%,-7.94%,-10.87%,-5.99%,18,Good
KBL,Kumari Bank,Commercial Banks,217.30,21.24,10.23,1.37,10.41,13.4,1.17,+53.60%,+42.19%,+2.40%,+4.87%,-4.98%,+14.97%,+9.76%,18,Good
LBBL,Lumbini Bikas Bank Ltd.,Development Bank,492.00,20.67,23.81,2.4,7.88,10.06,1.13,+96.82%,+46.49%,+31.21%,+4.27%,-1.20%,+1.65%,+29.51%,18,Good
SAHAS,Sahas Urja Limited,Hydro Power,616.00,39.57,15.57,3.61,1.41,23.18,9.6,+82.83%,+84.39%,-24.45%,-13.29%,+0.16%,+9.61%,+48.91%,18,Good
SCB,Standard Chartered Bank,Commercial Banks,639.00,27.64,23.12,2.92,6.99,12.64,1.58,+51.58%,+47.48%,+1.05%,+3.61%,-2.44%,+1.19%,+9.28%,18,Good
SHINE,Shine Resunga Development Bank,Development Bank,405.00,20.93,19.35,2.65,10.0,13.68,1.24,+95.01%,+51.97%,+30.01%,+4.40%,-3.11%,+0.25%,+7.79%,18,Good
ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,Microcredit,941.10,32.57,28.9,5.54,9.43,19.16,1.84,+628.49%,+97.82%,+264.24%,+7.97%,-7.74%,-0.94%,-6.83%,17,Good
ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,Microcredit,"6,285.00",82.49,76.19,12.97,4.49,17.02,3.1,+58.84%,+51.67%,+5.89%,+13.06%,+10.38%,+19.65%,+34.06%,17,Good
API,Api Power,Hydro Power,334.90,14.03,23.87,2.85,1.03,11.93,5.89,+62.21%,+78.15%,-18.89%,+2.48%,-6.35%,+12.76%,+20.04%,17,Good
BHL,Balephi Hydropower Limited,Hydro Power,217.60,12.48,17.43,2.69,1.94,15.44,5.26,+83.29%,+83.19%,-8.36%,+3.63%,-5.80%,+5.63%,-1.55%,17,Good
FOWAD,Forward Community Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,096.00",31.98,34.27,4.67,7.18,13.63,1.67,+234.60%,+103.14%,+67.30%,-13.65%,-3.77%,+1.48%,+0.35%,17,Good
GBLBS,Grameen Bikas Laghubitta,Microcredit,750.00,43.75,17.14,2.7,4.51,15.73,2.86,+80.21%,+99.76%,-11.94%,-0.85%,-5.66%,-2.86%,-2.60%,17,Good
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,Microcredit,889.00,31.68,28.06,4.99,8.47,17.8,1.88,+81.16%,+54.30%,+20.77%,+6.37%,-4.41%,-2.74%,+2.04%,17,Good
JBBL,Jyoti Bikas Bank,Development Bank,360.10,19.09,18.86,2.2,9.63,11.68,1.1,+102.22%,+49.45%,+34.81%,+5.38%,-2.68%,+5.91%,+12.85%,17,Good
KMCDB,Kalika Laghubitta Bittiya Sanstha,Microcredit,879.00,26.09,33.69,5.34,6.28,15.84,2.18,+187.61%,+96.09%,+30.73%,-14.00%,-6.39%,-7.77%,-2.59%,17,Good
MHCL,Molung Hydropower Company Limited,Hydro Power,350.60,16.81,20.86,3.96,0.64,19.0,11.55,+65.15%,+68.70%,-17.43%,+3.89%,-4.73%,-10.68%,-29.18%,17,Good
MSLB,Mahuli Samudayik Laghubitta Sanstha Ltd.,Microcredit,"1,241.10",42.26,29.37,5.9,6.93,20.09,2.53,+75.39%,+56.19%,+16.93%,+6.86%,-6.68%,-8.86%,+10.50%,17,Good
NMFBS,National Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,097.10",48.21,22.76,4.47,7.25,19.65,2.38,+154.15%,+101.55%,+11.22%,-4.11%,-7.03%,-0.73%,+6.73%,17,Good
PCBL,Prime Commercial Bank,Commercial Banks,238.00,19.66,12.11,1.39,8.07,11.48,1.27,+51.19%,+45.29%,+0.79%,+3.31%,-3.60%,0.00%,+7.53%,17,Good
PMHPL,Panchakanya Mai Hydropower,Hydro Power,334.00,15.26,21.88,3.93,1.73,17.96,6.57,+128.87%,+93.63%,+14.43%,+5.39%,-13.34%,-1.76%,+5.55%,17,Good
PPCL,Panchthar Power Company Ltd.,Hydro Power,375.50,18.8,19.97,3.79,2.05,18.95,6.21,+75.59%,+64.89%,-12.21%,+3.31%,-8.19%,+0.13%,+10.60%,17,Good
SHEL,Singati Hydro Energy Limited,Hydro Power,307.00,13.58,22.61,2.66,0.94,11.78,6.06,+75.47%,+75.66%,-12.27%,+2.60%,-6.14%,+8.06%,+19.45%,17,Good
UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,431.90",62.31,22.98,5.86,9.34,25.48,2.46,+148.90%,+87.22%,+24.45%,-10.15%,-14.77%,-23.89%,-28.83%,17,Good
AKPL,Arun Kabeli Power Ltd.,Hydro Power,267.80,7.93,33.77,2.58,0.83,7.65,4.18,+166.33%,+97.39%,+33.17%,+2.45%,-5.57%,+0.37%,+8.58%,16,Good
BHCL,Bikash Hydropower Company Limited,Hydro Power,519.00,11.05,46.98,4.84,0.31,10.29,7.88,+182.83%,+131.62%,+41.42%,+3.44%,-11.22%,-14.07%,+61.53%,16,Good
BHDC,Bindhyabasini Hydropower Development Company Limited,Hydro Power,455.10,19.83,22.94,3.7,1.12,16.12,7.59,+28.52%,+66.81%,-35.74%,+5.24%,-5.19%,-4.59%,-7.72%,16,Good
CORBL,Corporate Development Bank,Development Bank,"2,400.00",12.26,195.8,17.23,3.34,8.8,2.03,+272.91%,+64.69%,+148.61%,+2.56%,+28.22%,+34.88%,+7.15%,16,Good
EBL,Everest Bank,Commercial Banks,697.00,32.35,21.54,2.85,10.3,13.24,1.17,+57.26%,+47.54%,+4.84%,+3.93%,-1.13%,+4.26%,+22.95%,16,Good
GBBL,Garima Bikas Bank,Development Bank,414.00,23.21,17.84,2.47,9.73,13.85,1.29,+65.04%,+45.62%,+10.03%,+5.00%,-0.22%,+4.28%,+14.29%,16,Good
GVL,Green Ventures Limited,Hydro Power,487.50,27.16,17.95,3.9,1.51,21.73,8.65,+54.10%,+75.78%,-22.95%,+3.44%,-2.69%,-2.89%,+13.55%,16,Good
HHL,Himalayan Hydropower Limited,Hydro Power,384.00,10.78,35.61,4.61,1.48,12.93,5.22,+62.51%,+75.60%,-18.75%,+2.55%,+8.87%,+13.61%,-8.72%,16,Good
HURJA,Himalaya Urja Bikas Company Limited,Hydro Power,255.00,10.56,24.15,2.66,0.9,11.02,5.8,+57.85%,+56.53%,-21.07%,+2.02%,-13.41%,-0.78%,-2.26%,16,Good
MANDU,Mandu Hydropower Limited,Hydro Power,803.50,26.85,29.92,5.26,1.6,17.57,6.76,+264.30%,+138.21%,+82.15%,+6.81%,-5.25%,-0.81%,-8.23%,16,Good
MLBBL,Mithila Laghubitta Bikas Bank,Microcredit,"1,205.00",47.22,25.52,5.39,5.91,21.11,3.05,+57.18%,+77.30%,-21.41%,+6.06%,-9.40%,-22.51%,-6.50%,16,Good
NMB,NMB Bank,Commercial Banks,240.40,16.08,14.95,1.45,9.17,9.71,0.95,+63.03%,+50.04%,-5.94%,-2.23%,-3.30%,+1.35%,+9.49%,16,Good
SADBL,Shangrila Development Bank,Development Bank,413.80,17.3,23.92,2.61,9.82,10.89,1.01,+60.12%,+45.56%,+6.75%,+3.62%,-4.87%,+1.42%,+12.93%,16,Good
SHL,Soaltee Hotel,Hotels,496.10,6.8,72.93,17.25,0.3,23.65,18.22,+181.24%,+132.46%,+40.62%,+1.60%,-0.58%,0.00%,+13.91%,16,Good
TPC,Terhathum Power Company Limited,Hydro Power,372.00,16.54,22.49,3.69,0.49,16.4,11.0,+17.60%,+38.39%,-41.20%,+1.24%,-4.59%,-2.36%,+13.19%,16,Good
UHEWA,Upper Hewakhola Hydropower Company Limited,Hydro Power,569.00,29.81,19.09,4.32,1.37,22.63,9.53,+43.78%,+62.31%,-28.11%,+4.49%,-3.74%,+0.53%,+2.51%,16,Good
UNL,Unilever Nepal,Manufacturing And Processing,"47,000.00",1587.19,29.61,10.16,0.97,34.3,17.45,+143.71%,+89.51%,+21.86%,-22.89%,+1.07%,-0.21%,+2.91%,16,Good
USHEC,Upper Solu Hydro Electric Company Limited,Hydro Power,485.50,28.69,16.92,4.11,2.05,24.29,7.97,+66.21%,+82.56%,-16.89%,+4.84%,-1.12%,+0.08%,+1.93%,16,Good
BPCL,Butwal Power,Hydro Power,668.00,13.22,50.52,3.14,0.1,6.21,5.62,+165.77%,+92.38%,+32.89%,-0.97%,-6.77%,-11.41%,+43.74%,15,Good
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,903.00,31.85,28.35,3.86,5.5,13.63,2.1,+114.16%,+96.66%,-4.82%,-12.22%,-2.80%,-3.99%,+23.52%,15,Good
CZBIL,Citizen Bank International,Commercial Banks,204.50,11.23,18.21,1.31,9.28,7.2,0.7,+264.06%,+45.95%,+142.71%,+4.14%,-7.47%,+2.71%,+6.92%,15,Good
