Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
CORBL,Corporate Development Bank,Development Bank,"2,066.00",12.26,168.55,14.83,3.34,8.8,2.03,+272.91%,+64.69%,+148.61%,+2.56%,+9.82%,+20.61%,-12.17%,16,Good
NMBMF,NMB Microfinance,Microcredit,632.00,16.08,39.3,4.44,7.56,11.29,1.32,+149.38%,+54.51%,+66.25%,+1.30%,-3.79%,-3.02%,-7.99%,16,Good
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,686.90,14.76,46.54,3.71,0.26,7.97,6.31,+73.41%,+58.46%,+15.61%,+2.73%,-1.60%,+10.62%,+32.32%,16,Good
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,822.70,31.3,26.29,5.14,6.96,19.56,2.46,+64.89%,+52.33%,-3.78%,-7.84%,-0.87%,+0.12%,+11.15%,16,Good
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,661.00,11.16,59.23,5.87,0.29,9.91,7.69,+81.61%,+58.44%,+21.07%,+3.45%,-13.21%,-14.46%,-21.69%,15,Good
CZBIL,Citizen Bank International,Commercial Banks,207.50,11.23,18.47,1.33,9.28,7.2,0.7,+264.06%,+45.95%,+142.71%,+4.14%,-2.09%,+7.75%,+8.47%,15,Good
FMDBL,First Micro Finance Development Bank,Microcredit,787.30,11.27,69.83,5.99,2.27,8.57,2.62,+61.49%,+54.50%,+7.66%,+2.51%,-2.48%,+2.03%,+10.15%,15,Good
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"1,809.00",40.62,44.53,10.71,9.58,24.05,2.27,+51.49%,+50.73%,+0.99%,+6.01%,+0.28%,-6.43%,-30.73%,15,Good
HEI,Himalayan Everest Insurance Limited,Non Life Insurance,535.90,5.9,90.88,1.69,1.3,2.87,1.25,+601.80%,+41.15%,+367.87%,-2.09%,+1.15%,+5.38%,-6.42%,15,Good
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,302.00",47.73,27.28,5.1,6.32,18.7,2.56,+61.15%,+56.23%,-5.76%,-7.91%,-0.15%,-0.84%,+15.30%,15,Good
NICL,Nepal Insurance,Non Life Insurance,497.00,5.55,89.61,2.44,0.71,3.21,1.88,"+2,038.10%",+52.82%,"+1,325.47%",+1.72%,-1.62%,-0.60%,-16.94%,15,Good
NIMB,Nepal Investment Bank,Commercial Banks,198.00,12.29,16.11,0.99,8.04,6.15,0.68,+95.08%,+47.01%,+30.06%,+2.54%,-4.13%,+6.32%,-1.66%,15,Good
NMB,NMB Bank,Commercial Banks,248.60,16.08,15.46,1.5,9.17,9.71,0.95,+63.03%,+50.04%,-5.94%,-2.23%,-1.69%,+4.36%,+10.61%,15,Good
PRIN,Prabhu Insurance,Non Life Insurance,662.00,16.58,39.92,2.08,1.15,7.91,3.67,+72.75%,+52.66%,+15.17%,+3.17%,-6.63%,-2.52%,-4.32%,15,Good
SADBL,Shangrila Development Bank,Development Bank,416.00,17.3,24.04,2.62,9.82,10.89,1.01,+60.12%,+45.56%,+6.75%,+3.62%,-2.59%,-0.96%,+8.31%,15,Good
SANIMA,Sanima Bank,Commercial Banks,365.50,20.11,18.17,2.16,9.39,11.88,1.14,+68.95%,+46.63%,-1.82%,-1.77%,+3.43%,+9.07%,+20.55%,15,Good
SARBTM,Sarbottam Cement Limited,Manufacturing And Processing,855.00,23.12,36.98,4.36,0.62,11.8,7.3,+68.26%,+71.23%,+12.17%,+3.72%,-1.57%,-2.19%,+4.91%,15,Good
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microcredit,669.10,22.82,29.32,4.38,6.71,14.93,1.94,+61.66%,+49.97%,+7.78%,+4.44%,-1.63%,-1.48%,-5.54%,15,Good
ADBL,Agriculture Development Bank,Commercial Banks,313.00,10.71,29.21,1.36,9.41,4.65,0.45,+97.05%,+47.67%,+40.75%,+2.73%,-1.68%,+4.38%,+16.84%,14,Good
API,Api Power,Hydro Power,357.20,13.76,25.95,3.1,1.19,11.93,5.46,+54.51%,+35.98%,-1.90%,-1.92%,-0.92%,+13.86%,+18.67%,14,Good
AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,Microcredit,"1,139.00",52.53,21.68,7.22,8.3,33.28,3.58,+27.32%,+43.96%,-15.12%,+5.66%,-3.02%,+15.69%,+13.23%,14,Good
EDBL,Excel Development Bank,Development Bank,580.00,16.61,34.91,3.15,7.79,9.03,1.03,+75.88%,+49.69%,+17.25%,+3.40%,-1.61%,-1.19%,-3.86%,14,Good
KDL,Kalinchowk Darshan Limited,Hotels,826.80,10.52,78.62,7.66,0.22,9.75,8.02,+314.31%,+184.62%,+163.06%,+0.58%,-5.74%,-8.77%,-24.60%,14,Good
MBL,Machhapuchhre Bank,Commercial Banks,252.90,14.66,17.25,1.64,9.69,9.49,0.89,+64.03%,+47.90%,-12.39%,-4.40%,-0.99%,+8.95%,+24.17%,14,Good
MFIL,Manjushree Financial Institution,Finance,802.00,21.6,37.14,4.4,10.13,11.86,1.07,+61.70%,+47.29%,+7.80%,+3.94%,-5.01%,+2.32%,+36.35%,14,Good
MNBBL,Muktinath Bikas Bank,Development Bank,372.90,15.71,23.74,2.4,9.87,10.13,0.93,+40.26%,+44.35%,-6.49%,+2.47%,-1.27%,+2.58%,+19.56%,14,Good
