Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
PCBL,Prime Commercial Bank,Commercial Banks,235.50,19.66,11.98,1.38,8.07,11.48,1.27,+51.19%,+45.29%,+0.79%,+3.31%,-1.67%,-9.42%,+7.28%,17,Good
SAHAS,Sahas Urja Limited,Hydro Power,662.60,34.48,19.22,3.75,1.29,19.51,8.51,+30.71%,+36.89%,-12.86%,+3.53%,+1.47%,+6.02%,+47.25%,17,Good
SWBBL,Swabalamban Bikas Bank,Microcredit,740.00,24.59,30.1,3.27,5.71,10.85,1.62,+86.95%,+49.61%,+24.63%,+3.69%,-0.39%,-3.65%,-2.63%,17,Good
ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,Microcredit,950.60,34.02,27.94,5.3,8.36,18.98,2.03,+56.70%,+50.45%,+4.47%,+5.43%,-0.46%,-4.80%,-7.34%,16,Good
ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,Microcredit,"5,929.00",82.49,71.87,12.23,4.49,17.02,3.1,+58.84%,+51.67%,+5.89%,+13.06%,-3.59%,+4.23%,+23.64%,16,Good
DDBL,Deprosc Laghubitta,Microcredit,836.00,44.13,18.95,3.94,5.63,20.79,3.13,+53.56%,+48.67%,-6.93%,-4.01%,-1.76%,-5.54%,+16.78%,16,Good
JBBL,Jyoti Bikas Bank,Development Bank,346.00,19.09,18.12,2.12,9.63,11.68,1.1,+102.22%,+49.45%,+34.81%,+5.38%,-3.08%,-7.73%,+8.13%,16,Good
PRIN,Prabhu Insurance,Non Life Insurance,703.00,16.58,42.39,2.21,1.15,7.91,3.67,+72.75%,+52.66%,+15.17%,+3.17%,+7.33%,+0.19%,+7.90%,16,Good
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microcredit,814.90,25.2,32.33,5.09,8.78,15.75,1.61,+53.99%,+56.21%,+2.66%,+1.20%,-2.40%,-9.46%,-12.12%,16,Good
UNL,Unilever Nepal,Manufacturing And Processing,"47,399.90",1717.12,27.6,9.27,0.55,33.57,21.67,+62.28%,+49.79%,+8.19%,+10.53%,+2.38%,+0.23%,+6.49%,16,Good
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,648.70,11.16,58.13,5.76,0.29,9.91,7.69,+81.61%,+58.44%,+21.07%,+3.45%,-0.81%,-15.76%,-17.03%,15,Good
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,899.90",305.29,38.98,3.79,1.51,9.73,3.88,+104.47%,+64.98%,+36.32%,+3.85%,+2.59%,-0.83%,-4.69%,15,Good
EBL,Everest Bank,Commercial Banks,695.00,32.35,21.48,2.85,10.3,13.24,1.17,+57.26%,+47.54%,+4.84%,+3.93%,-1.42%,-2.66%,+18.01%,15,Good
GBBL,Garima Bikas Bank,Development Bank,408.00,23.21,17.58,2.43,9.73,13.85,1.29,+65.04%,+45.62%,+10.03%,+5.00%,-1.71%,-5.99%,+12.12%,15,Good
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"1,840.00",40.62,45.29,10.89,9.58,24.05,2.27,+51.49%,+50.73%,+0.99%,+6.01%,+2.79%,-5.02%,-8.73%,15,Good
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,265.00",47.73,26.5,4.96,6.32,18.7,2.56,+61.15%,+56.23%,-5.76%,-7.91%,-2.92%,-7.77%,+12.37%,15,Good
NIL,Neco Insurance,Non Life Insurance,639.90,7.89,81.15,2.1,0.99,3.54,1.77,"+1,421.62%",+66.61%,+884.83%,-4.39%,+5.25%,-3.77%,-1.13%,15,Good
SADBL,Shangrila Development Bank,Development Bank,408.00,17.3,23.58,2.57,9.82,10.89,1.01,+60.12%,+45.56%,+6.75%,+3.62%,-0.97%,-9.73%,+8.67%,15,Good
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,618.00,6.77,91.25,1.55,1.43,2.9,1.19,+256.71%,+30.32%,+137.81%,+2.73%,+4.60%,-0.32%,-5.38%,15,Good
SARBTM,Sarbottam Cement Limited,Manufacturing And Processing,831.00,23.12,35.95,4.24,0.62,11.8,7.3,+68.26%,+71.23%,+12.17%,+3.72%,-1.07%,-8.08%,+5.30%,15,Good
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,644.20,14.76,43.64,3.48,0.26,7.97,6.31,+73.41%,+58.46%,+15.61%,+2.73%,-4.70%,-4.12%,+30.87%,15,Good
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,819.90,31.3,26.2,5.12,6.96,19.56,2.46,+64.89%,+52.33%,-3.78%,-7.84%,-0.49%,-4.55%,+9.57%,15,Good
SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,Microcredit,"1,228.00",39.68,30.95,8.97,9.15,28.98,2.86,+52.59%,+49.67%,+1.73%,+40.97%,+2.42%,-10.36%,-7.07%,15,Good
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microcredit,651.60,22.82,28.55,4.26,6.71,14.93,1.94,+61.66%,+49.97%,+7.78%,+4.44%,-1.65%,-7.44%,-6.15%,15,Good
API,Api Power,Hydro Power,343.00,13.76,24.92,2.97,1.19,11.93,5.46,+54.51%,+35.98%,-1.90%,-1.92%,-2.28%,-0.41%,+20.91%,14,Good
CLI,Citizen Life Insurance Company Limited,Life Insurance,452.00,9.6,47.08,4.13,3.85,7.32,1.51,+55.51%,+51.88%,+3.67%,+3.67%,+0.09%,-7.76%,+1.19%,14,Good
CORBL,Corporate Development Bank,Development Bank,"1,715.00",12.26,139.92,12.31,3.34,8.8,2.03,+272.91%,+64.69%,+148.61%,+2.56%,-25.43%,-12.54%,-23.93%,14,Good
CZBIL,Citizen Bank International,Commercial Banks,198.00,11.23,17.63,1.27,9.28,7.2,0.7,+264.06%,+45.95%,+142.71%,+4.14%,-3.27%,-12.78%,+2.93%,14,Good
EDBL,Excel Development Bank,Development Bank,571.50,16.61,34.4,3.11,7.79,9.03,1.03,+75.88%,+49.69%,+17.25%,+3.40%,-1.41%,-8.27%,+1.42%,14,Good
FMDBL,First Micro Finance Development Bank,Microcredit,776.50,11.27,68.88,5.9,2.27,8.57,2.62,+61.49%,+54.50%,+7.66%,+2.51%,-1.47%,-7.78%,+5.17%,14,Good
HEI,Himalayan Everest Insurance Limited,Non Life Insurance,550.00,5.9,93.27,1.73,1.3,2.87,1.25,+601.80%,+41.15%,+367.87%,-2.09%,+4.56%,-0.90%,-1.47%,14,Good
KDL,Kalinchowk Darshan Limited,Hotels,814.00,10.52,77.4,7.54,0.22,9.75,8.02,+314.31%,+184.62%,+163.06%,+0.58%,-0.49%,-9.35%,-22.81%,14,Good
KPCL,Kalika Power Company,Hydro Power,486.10,12.77,38.05,3.94,0.11,10.34,9.31,+19.20%,+30.00%,-14.97%,+8.68%,-0.39%,-10.81%,-4.12%,14,Good
