Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
SHINE,Shine Resunga Development Bank,Development Bank,417.50,20.93,19.92,2.72,10.0,13.68,1.24,+95.01%,+51.97%,+30.01%,+4.40%,+2.99%,+2.43%,-5.07%,19,Good
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,Microcredit,900.90,31.68,28.5,5.07,8.47,17.8,1.88,+81.16%,+54.30%,+20.77%,+6.37%,+2.61%,-0.44%,-8.13%,18,Good
PCBL,Prime Commercial Bank,Commercial Banks,243.00,19.66,12.16,1.4,8.07,11.48,1.27,+51.19%,+45.29%,+0.79%,+3.31%,+0.89%,-0.83%,-7.54%,18,Good
SADBL,Shangrila Development Bank,Development Bank,426.30,23.83,17.92,2.52,9.43,14.06,1.35,+83.67%,+40.37%,+37.75%,+6.74%,+4.66%,+2.77%,-5.86%,18,Good
ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,Microcredit,945.00,34.02,27.92,5.3,8.36,18.98,2.03,+56.70%,+50.45%,+4.47%,+5.43%,+0.51%,-1.54%,-17.02%,17,Good
DDBL,Deprosc Laghubitta,Microcredit,854.00,44.13,19.26,4.0,5.63,20.79,3.13,+53.56%,+48.67%,-6.93%,-4.01%,+1.28%,+1.91%,-3.18%,17,Good
EBL,Everest Bank,Commercial Banks,724.00,32.35,22.22,2.94,10.3,13.24,1.17,+57.26%,+47.54%,+4.84%,+3.93%,+2.73%,+3.90%,+1.59%,17,Good
GBBL,Garima Bikas Bank,Development Bank,426.00,23.21,18.09,2.51,9.73,13.85,1.29,+65.04%,+45.62%,+10.03%,+5.00%,+3.47%,+2.19%,-4.12%,17,Good
JBBL,Jyoti Bikas Bank,Development Bank,364.10,19.09,18.8,2.2,9.63,11.68,1.1,+102.22%,+49.45%,+34.81%,+5.38%,+4.06%,-1.91%,-7.33%,17,Good
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,283.00",47.73,27.0,5.05,6.32,18.7,2.56,+61.15%,+56.23%,-5.76%,-7.91%,+1.98%,+1.04%,-4.19%,17,Good
KSBBL,Kamana Sewa Bikas Bank Limited,Development Bank,488.60,21.23,22.99,2.96,9.88,12.86,1.18,+51.89%,+32.77%,+13.92%,+4.31%,+1.67%,+1.77%,+1.90%,17,Good
MSLB,Mahuli Samudayik Laghubitta Sanstha Ltd.,Microcredit,"1,244.00",42.26,28.75,5.78,6.93,20.09,2.53,+75.39%,+56.19%,+16.93%,+6.86%,-4.62%,-3.57%,-10.62%,17,Good
NESDO,NESDO Sambridha Laghubitta Bittiye Sanstha Limited,Microcredit,"1,520.00",65.09,23.29,5.27,4.01,22.64,4.52,+52.57%,+46.97%,+1.71%,+6.50%,-3.87%,-2.19%,-14.27%,17,Good
RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,Microcredit,670.10,13.37,50.49,5.15,3.18,10.2,2.44,+110.58%,+25.51%,+57.93%,+5.64%,+3.05%,+0.45%,-15.97%,17,Good
SAHAS,Sahas Urja Limited,Hydro Power,662.30,34.48,19.26,3.76,1.29,19.51,8.51,+30.71%,+36.89%,-12.86%,+3.53%,+1.84%,+7.97%,+17.81%,17,Good
SWBBL,Swabalamban Bikas Bank,Microcredit,693.00,24.59,28.18,3.06,5.71,10.85,1.62,+86.95%,+49.61%,+24.63%,+3.69%,-5.20%,-5.71%,-26.22%,17,Good
API,Api Power,Hydro Power,344.00,13.76,24.89,2.97,1.19,11.93,5.46,+54.51%,+35.98%,-1.90%,-1.92%,+1.03%,+0.76%,+12.30%,16,Good
EDBL,Excel Development Bank,Development Bank,581.50,16.61,34.92,3.15,7.79,9.03,1.03,+75.88%,+49.69%,+17.25%,+3.40%,+1.77%,+0.02%,-13.29%,16,Good
FMDBL,First Micro Finance Development Bank,Microcredit,780.00,14.18,55.0,5.68,2.09,10.33,3.35,+67.73%,+30.60%,+25.80%,+4.35%,+1.17%,-3.69%,-18.96%,16,Good
GBLBS,Grameen Bikas Laghubitta,Microcredit,761.00,40.0,18.98,2.57,4.49,13.55,2.47,+37.14%,+50.62%,-8.57%,+6.15%,-2.06%,-1.16%,-16.77%,16,Good
NICL,Nepal Insurance,Non Life Insurance,520.00,5.55,93.75,2.55,0.71,3.21,1.88,"+2,038.10%",+52.82%,"+1,325.47%",+1.72%,-1.37%,+6.30%,-22.78%,16,Good
NMB,NMB Bank,Commercial Banks,247.10,16.08,15.12,1.47,9.17,9.71,0.95,+63.03%,+50.04%,-5.94%,-2.23%,+1.08%,+0.08%,-6.05%,16,Good
NMBMF,NMB Microfinance,Microcredit,640.00,16.08,39.49,4.46,7.56,11.29,1.32,+149.38%,+54.51%,+66.25%,+1.30%,-0.78%,-3.77%,-19.87%,16,Good
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,609.60,6.77,89.18,1.51,1.43,2.9,1.19,+256.71%,+30.32%,+137.81%,+2.73%,+0.15%,+0.67%,-17.79%,16,Good
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,655.00,14.76,44.71,3.56,0.26,7.97,6.31,+73.41%,+58.46%,+15.61%,+2.73%,+3.94%,-1.93%,+6.48%,16,Good
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microcredit,794.00,25.2,31.15,4.9,8.78,15.75,1.61,+53.99%,+56.21%,+2.66%,+1.20%,-4.15%,-8.19%,-26.18%,16,Good
ADBL,Agriculture Development Bank,Commercial Banks,320.00,10.71,29.59,1.38,9.41,4.65,0.45,+97.05%,+47.67%,+40.75%,+2.73%,+3.09%,+1.60%,-0.76%,15,Good
ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,Microcredit,"6,659.00",82.49,70.53,12.0,4.49,17.02,3.1,+58.84%,+51.67%,+5.89%,+13.06%,-1.37%,-6.70%,+18.00%,15,Good
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,600.10,11.16,54.66,5.41,0.29,9.91,7.69,+81.61%,+58.44%,+21.07%,+3.45%,-4.60%,-19.10%,-27.97%,15,Good
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,532.20",305.29,37.92,3.69,1.51,9.73,3.88,+104.47%,+64.98%,+36.32%,+3.85%,-1.55%,+0.64%,-11.79%,15,Good
CZBIL,Citizen Bank International,Commercial Banks,209.40,11.23,18.21,1.31,9.28,7.2,0.7,+264.06%,+45.95%,+142.71%,+4.14%,+2.82%,-1.21%,-8.49%,15,Good
KDL,Kalinchowk Darshan Limited,Hotels,813.90,10.52,77.31,7.53,0.22,9.75,8.02,+314.31%,+184.62%,+163.06%,+0.58%,+0.37%,-3.21%,-27.52%,15,Good
MANDU,Mandu Hydropower Limited,Hydro Power,857.90,24.27,34.56,5.26,1.44,15.22,6.25,+35.60%,+45.21%,-9.60%,+4.34%,+0.48%,+1.08%,-10.26%,15,Good
MBL,Machhapuchhre Bank,Commercial Banks,259.90,14.66,17.39,1.65,9.69,9.49,0.89,+64.03%,+47.90%,-12.39%,-4.40%,+3.74%,+4.08%,+2.14%,15,Good
MFIL,Manjushree Financial Institution,Finance,795.90,21.6,36.91,4.37,10.13,11.86,1.07,+61.70%,+47.29%,+7.80%,+3.94%,+1.53%,+2.57%,+19.17%,15,Good
MNBBL,Muktinath Bikas Bank,Development Bank,377.00,15.71,24.0,2.43,9.87,10.13,0.93,+40.26%,+44.35%,-6.49%,+2.47%,+1.89%,+0.53%,-6.88%,15,Good
NABIL,Nabil Bank,Commercial Banks,553.10,28.14,19.55,2.49,9.14,12.74,1.26,+42.13%,+48.14%,-5.25%,+3.01%,+3.97%,+5.77%,+2.21%,15,Good
NHDL,Nepal Hydro Developers Ltd.,Hydro Power,650.00,16.75,38.61,5.23,0.21,13.55,11.23,+18.84%,+27.48%,-20.78%,+1.51%,+2.28%,+1.71%,-4.29%,15,Good
NIL,Neco Insurance,Non Life Insurance,630.00,7.89,79.88,2.07,0.99,3.54,1.77,"+1,421.62%",+66.61%,+884.83%,-4.39%,-0.02%,+3.43%,-14.11%,15,Good
NIMB,Nepal Investment Bank,Commercial Banks,204.20,12.29,16.14,0.99,8.04,6.15,0.68,+95.08%,+47.01%,+30.06%,+2.54%,+2.27%,-1.73%,-15.80%,15,Good
