Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,296.90",47.73,27.17,5.08,6.32,18.7,2.56,+61.15%,+56.23%,-5.76%,-7.91%,+2.12%,+0.15%,-1.99%,17,Good
NESDO,NESDO Sambridha Laghubitta Bittiye Sanstha Limited,Microcredit,"1,525.00",65.09,23.43,5.3,4.01,22.64,4.52,+52.57%,+46.97%,+1.71%,+6.50%,-0.01%,-1.87%,-12.94%,17,Good
NMFBS,National Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,128.00",51.59,21.86,4.35,7.0,19.88,2.48,+60.53%,+49.38%,+7.02%,+5.76%,-0.18%,-2.23%,-10.35%,17,Good
SWBBL,Swabalamban Bikas Bank,Microcredit,677.00,24.59,27.53,2.99,5.71,10.85,1.62,+86.95%,+49.61%,+24.63%,+3.69%,-7.89%,-9.85%,-19.72%,17,Good
ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,Microcredit,935.00,34.02,27.48,5.22,8.36,18.98,2.03,+56.70%,+50.45%,+4.47%,+5.43%,-2.49%,-4.30%,-15.76%,16,Good
ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,Microcredit,"6,120.00",82.49,74.19,12.63,4.49,17.02,3.1,+58.84%,+51.67%,+5.89%,+13.06%,+4.29%,-4.45%,+25.32%,16,Good
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,650.00",305.29,38.16,3.71,1.51,9.73,3.88,+104.47%,+64.98%,+36.32%,+3.85%,+0.82%,+1.30%,-9.49%,16,Good
GBLBS,Grameen Bikas Laghubitta,Microcredit,753.00,40.0,18.83,2.55,4.49,13.55,2.47,+37.14%,+50.62%,-8.57%,+6.15%,-2.84%,-2.20%,-13.09%,16,Good
NICL,Nepal Insurance,Non Life Insurance,524.79,5.55,94.62,2.58,0.71,3.21,1.88,"+2,038.10%",+52.82%,"+1,325.47%",+1.72%,-1.17%,+5.81%,-20.13%,16,Good
NMBMF,NMB Microfinance,Microcredit,626.00,16.08,38.93,4.39,7.56,11.29,1.32,+149.38%,+54.51%,+66.25%,+1.30%,-2.19%,-4.86%,-18.23%,16,Good
SADBL,Shangrila Development Bank,Development Bank,413.70,17.3,23.91,2.61,9.82,10.89,1.01,+60.12%,+45.56%,+6.75%,+3.62%,+0.68%,-2.68%,-4.16%,16,Good
SAHAS,Sahas Urja Limited,Hydro Power,658.90,34.48,19.11,3.73,1.29,19.51,8.51,+30.71%,+36.89%,-12.86%,+3.53%,-0.56%,+5.42%,+20.04%,16,Good
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,620.00,6.77,91.55,1.55,1.43,2.9,1.19,+256.71%,+30.32%,+137.81%,+2.73%,+0.06%,+1.81%,-14.07%,16,Good
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,652.00,14.76,44.17,3.52,0.26,7.97,6.31,+73.41%,+58.46%,+15.61%,+2.73%,+0.98%,-6.19%,+19.72%,16,Good
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,817.00,31.3,26.1,5.11,6.96,19.56,2.46,+64.89%,+52.33%,-3.78%,-7.84%,+0.25%,-1.45%,-9.30%,16,Good
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microcredit,780.00,25.2,30.95,4.87,8.78,15.75,1.61,+53.99%,+56.21%,+2.66%,+1.20%,-6.92%,-10.86%,-29.82%,16,Good
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,560.00,11.16,50.18,4.97,0.29,9.91,7.69,+81.61%,+58.44%,+21.07%,+3.45%,-13.85%,-24.32%,-34.54%,15,Good
CZBIL,Citizen Bank International,Commercial Banks,203.00,11.23,18.07,1.3,9.28,7.2,0.7,+264.06%,+45.95%,+142.71%,+4.14%,+2.47%,-3.65%,-7.49%,15,Good
FMDBL,First Micro Finance Development Bank,Microcredit,785.00,11.27,69.63,5.97,2.27,8.57,2.62,+61.49%,+54.50%,+7.66%,+2.51%,+1.11%,-4.27%,-4.35%,15,Good
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"1,765.50",40.62,43.46,10.45,9.58,24.05,2.27,+51.49%,+50.73%,+0.99%,+6.01%,+0.31%,-1.70%,-10.58%,15,Good
MBL,Machhapuchhre Bank,Commercial Banks,255.00,14.66,17.39,1.65,9.69,9.49,0.89,+64.03%,+47.90%,-12.39%,-4.40%,+2.82%,+1.19%,+2.97%,15,Good
NABIL,Nabil Bank,Commercial Banks,542.70,28.14,19.29,2.46,9.14,12.74,1.26,+42.13%,+48.14%,-5.25%,+3.01%,+2.01%,+2.40%,+1.35%,15,Good
NIL,Neco Insurance,Non Life Insurance,632.00,7.89,80.15,2.07,0.99,3.54,1.77,"+1,421.62%",+66.61%,+884.83%,-4.39%,-2.47%,+0.64%,-8.75%,15,Good
NIMB,Nepal Investment Bank,Commercial Banks,196.40,12.29,15.98,0.98,8.04,6.15,0.68,+95.08%,+47.01%,+30.06%,+2.54%,+0.46%,-6.48%,-16.70%,15,Good
NMB,NMB Bank,Commercial Banks,245.00,16.08,15.24,1.48,9.17,9.71,0.95,+63.03%,+50.04%,-5.94%,-2.23%,+1.20%,-1.41%,-3.59%,15,Good
PRIN,Prabhu Insurance,Non Life Insurance,690.00,16.58,41.61,2.17,1.15,7.91,3.67,+72.75%,+52.66%,+15.17%,+3.17%,-1.77%,+2.83%,-7.00%,15,Good
SANIMA,Sanima Bank,Commercial Banks,361.00,20.11,17.95,2.13,9.39,11.88,1.14,+68.95%,+46.63%,-1.82%,-1.77%,+0.28%,+2.64%,-1.31%,15,Good
SARBTM,Sarbottam Cement Limited,Manufacturing And Processing,795.00,23.12,34.39,4.06,0.62,11.8,7.3,+68.26%,+71.23%,+12.17%,+3.72%,-4.45%,-8.41%,-5.22%,15,Good
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microcredit,638.00,22.82,27.95,4.17,6.71,14.93,1.94,+61.66%,+49.97%,+7.78%,+4.44%,-3.19%,-4.78%,-18.31%,15,Good
ADBL,Agriculture Development Bank,Commercial Banks,311.00,10.71,29.03,1.35,9.41,4.65,0.45,+97.05%,+47.67%,+40.75%,+2.73%,+0.84%,-2.20%,-0.29%,14,Good
API,Api Power,Hydro Power,339.90,13.76,24.7,2.95,1.19,11.93,5.46,+54.51%,+35.98%,-1.90%,-1.92%,-1.11%,-2.61%,+17.29%,14,Good
AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,Microcredit,"1,075.00",52.53,20.46,6.81,8.3,33.28,3.58,+27.32%,+43.96%,-15.12%,+5.66%,+2.38%,-5.29%,-4.30%,14,Good
BFC,Best Finance,Finance,537.90,8.8,61.14,4.77,6.42,7.81,1.05,+236.02%,+43.97%,+124.02%,+5.06%,+9.33%,+15.43%,+1.70%,14,Good
CORBL,Corporate Development Bank,Development Bank,"1,530.00",12.26,124.82,10.99,3.34,8.8,2.03,+272.91%,+64.69%,+148.61%,+2.56%,-12.57%,-14.53%,-37.24%,14,Good
